store_id,street,city,state,zip,phone,latitude,longitude,website,brand,color,state_name
3771851,2650 Bass Pro Shops Blvd,Gainesville,FL,32608,(352) 204-4100,29.628529,-82.3958314,https://stores.basspro.com/us/fl/gainesville/2650-bass-pro-shops-blvd.html,Bass Pro Shops,#1F8500,Florida
3011529,2901 Bass Pro Dr,Council Bluffs,IA,51501,(712) 325-6000,41.2342844,-95.8912978,https://stores.basspro.com/us/ia/council-bluffs/2901-bass-pro-dr.html,Bass Pro Shops,#1F8500,Iowa
3011554,30 N Christopher Columbus Blvd,Atlantic City,NJ,08401,(609) 449-4500,39.3585327,-74.4394997,https://stores.basspro.com/us/nj/atlantic-city/30-n-christopher-columbus-blvd.html,Bass Pro Shops,#1F8500,New Jersey
3011555,3046 Mountain View Dr,Anchorage,AK,99501,(907) 330-5200,61.2191963,-149.8209661,https://stores.basspro.com/us/ak/anchorage/3046-mountain-view-dr.html,Bass Pro Shops,#1F8500,Alaska
3011499,3101 Bass Pro Dr,Columbia,MO,65202,(573) 886-7100,38.9714608,-92.2920227,https://stores.basspro.com/us/mo/columbia/3101-bass-pro-dr.html,Bass Pro Shops,#1F8500,Missouri
3011514,323 Opry Mills Dr,Nashville,TN,37214,(615) 514-5200,36.2014948,-86.690606,https://stores.basspro.com/us/tn/nashville/323-opry-mills-dr.html,Bass Pro Shops,#1F8500,Tennessee
3011503,3501 Paxton St,Harrisburg,PA,17111,(717) 565-5200,40.2525465,-76.8281972,https://stores.basspro.com/us/pa/harrisburg/3501-paxton-st.html,Bass Pro Shops,#1F8500,Pennsylvania
79326323,3600 South Lindbergh Blvd,Sunset Hills,MO,63127,(314) 946-2000,38.554253,-90.4054291,https://stores.basspro.com/us/mo/sunset-hills/3600-south-lindbergh-blvd.html,Bass Pro Shops,#1F8500,Missouri
3011525,3629 Outdoor Sportsmans Place,Kodak,TN,37764,(865) 932-5600,35.9848674,-83.612054,https://stores.basspro.com/us/tn/kodak/3629-outdoor-sportsmans-place.html,Bass Pro Shops,#1F8500,Tennessee
3011567,4059 Lagniappe Way,Tallahassee,FL,32317,(850) 402-6900,30.4605828,-84.2140612,https://stores.basspro.com/us/fl/tallahassee/4059-lagniappe-way.html,Bass Pro Shops,#1F8500,Florida
3011508,4301 Legendary Dr,Destin,FL,32541,(850) 269-6200,30.3902534,-86.4225053,https://stores.basspro.com/us/fl/destin/4301-legendary-dr.html,Bass Pro Shops,#1F8500,Florida
3011493,4500 Baldwin Rd,Auburn Hills,MI,48326,(248) 209-4200,42.7036178,-83.2984143,https://stores.basspro.com/us/mi/auburn-hills/4500-baldwin-rd.html,Bass Pro Shops,#1F8500,Michigan
7309131,45959 Towne Center Blvd.,Chesterfield,MI,48047,(586) 273-5100,42.639852,-82.838113,https://stores.basspro.com/us/mi/chesterfield/45959-towne-center-blvd.html,Bass Pro Shops,#1F8500,Michigan
3011521,5000 Bass Pro Blvd,Leeds,AL,35094,(205) 702-7500,33.5431898,-86.5918565,https://stores.basspro.com/us/al/leeds/5000-bass-pro-blvd.html,Bass Pro Shops,#1F8500,Alabama
3011532,5000 Bass Pro Blvd,Macon,GA,31210,(478) 757-7600,32.9342803,-83.7385923,https://stores.basspro.com/us/ga/macon/5000-bass-pro-blvd.html,Bass Pro Shops,#1F8500,Georgia
3011513,5000 Katy Mills Circle,Katy,TX,77494,(281) 644-2200,29.7780113,-95.8109039,https://stores.basspro.com/us/tx/katy/5000-katy-mills-circle.html,Bass Pro Shops,#1F8500,Texas
3011526,5001 Bass Pro Dr,Garland,TX,75043,(469) 221-2600,32.8660978,-96.5377718,https://stores.basspro.com/us/tx/garland/5001-bass-pro-dr.html,Bass Pro Shops,#1F8500,Texas
3011515,5156 International Dr,Orlando,FL,32819,(407) 563-5200,28.469827,-81.4483594,https://stores.basspro.com/us/fl/orlando/5156-international-dr.html,Bass Pro Shops,#1F8500,Florida
3011566,5160 Cherry Ave,San Jose,CA,95118,(669) 234-5700,37.257151,-121.8728667,https://stores.basspro.com/us/ca/san-jose/5160-cherry-ave.html,Bass Pro Shops,#1F8500,California
3536459,5472 Crossings Dr,Rocklin,CA,95677,(916) 251-3800,38.8044457,-121.2011834,https://stores.basspro.com/us/ca/rocklin/5472-crossings-dr.html,Bass Pro Shops,#1F8500,California
3011495,5900 Sugarloaf Pkwy,Lawrenceville,GA,30043,(678) 847-5500,33.9807771,-84.080635,https://stores.basspro.com/us/ga/lawrenceville/5900-sugarloaf-pkwy.html,Bass Pro Shops,#1F8500,Georgia
1029968681,5951 Bass Pro Drive,West Chester,OH,45069,(513) 712-5600,39.31559116647875,-84.42912464260559,https://stores.basspro.com/us/oh/west-chester/5961-bass-pro-drive.html,Bass Pro Shops,#1F8500,Ohio
3011510,6112 West Grand Ave,Gurnee,IL,60031,(847) 856-1229,42.389008,-87.954132,https://stores.basspro.com/us/il/gurnee/6112-west-grand-ave.html,Bass Pro Shops,#1F8500,Illinois
3011517,6140 Macon Rd,Memphis,TN,38134,(901) 213-5800,35.1656563,-89.8570195,https://stores.basspro.com/us/tn/memphis/6140-macon-rd.html,Bass Pro Shops,#1F8500,Tennessee
3011538,6425 Daniel Burnham Dr,Portage,IN,46368,(219) 787-6800,41.6030606,-87.1680593,https://stores.basspro.com/us/in/portage/6425-daniel-burnham-dr.html,Bass Pro Shops,#1F8500,Indiana
3011494,7000 Arundel Mills Circle,Hanover,MD,21076,(410) 689-2500,39.1564823,-76.7249884,https://stores.basspro.com/us/md/hanover/7000-arundel-mills-circle.html,Bass Pro Shops,#1F8500,Maryland
3011537,709 Janes Ave,Bolingbrook,IL,60440,(630) 296-2700,41.7171699,-88.0393625,https://stores.basspro.com/us/il/bolingbrook/709-janes-ave.html,Bass Pro Shops,#1F8500,Illinois
3011559,710 Horatio St,Utica,NY,13502,(315) 266-4900,43.1250667,-75.2258348,https://stores.basspro.com/us/ny/utica/710-horatio-st.html,Bass Pro Shops,#1F8500,New York
3011557,750 Bass Pro Dr NE,Palm Bay,FL,32905,(321) 674-3700,28.0338655,-80.6527698,https://stores.basspro.com/us/fl/palm-bay/750-bass-pro-dr-ne.html,Bass Pro Shops,#1F8500,Florida
3011536,7777 Victoria Gardens Lane,Rancho Cucamonga,CA,91739,(909) 922-5500,34.1128128,-117.5270042,https://stores.basspro.com/us/ca/rancho-cucamonga/7777-victoria-gardens-lane.html,Bass Pro Shops,#1F8500,California
3011562,7905 S Hosmer St,Tacoma,WA,98408,(253) 671-5700,47.1854799,-122.4603188,https://stores.basspro.com/us/wa/tacoma/7905-s-hosmer-st.html,Bass Pro Shops,#1F8500,Washington
3011568,7970 Northfield Blvd,Denver,CO,80238,(720) 385-3600,39.7810036,-104.8956766,https://stores.basspro.com/us/co/denver/7970-northfield-blvd.html,Bass Pro Shops,#1F8500,Colorado
3011558,801 Bass Pro Lane,Cary,NC,27513,(919) 677-5100,35.8302672,-78.771261,https://stores.basspro.com/us/nc/cary/801-bass-pro-lane.html,Bass Pro Shops,#1F8500,North Carolina
3011498,8181 Concord Mills Blvd,Concord,NC,28027,(704) 979-2200,35.3672812,-80.7191974,https://stores.basspro.com/us/nc/concord/8181-concord-mills-blvd.html,Bass Pro Shops,#1F8500,North Carolina
3011500,8200 Dean Martin Dr,Las Vegas,NV,89139,(702) 730-5200,36.0407624,-115.1824129,https://stores.basspro.com/us/nv/las-vegas/8200-dean-martin-dr.html,Bass Pro Shops,#1F8500,Nevada
3986750,833 Cabela Drive,Augusta,GA,30909,(762) 444-6500,33.5262203,-82.0181222,https://stores.basspro.com/us/ga/augusta/833-cabela-drive.html,Bass Pro Shops,#1F8500,Georgia
3986718,9380 W Glendale Ave,Glendale,AZ,85305,(623) 872-6700,33.5394496,-112.2610803,https://stores.basspro.com/us/az/glendale/9380-w-glendale-ave.html,Bass Pro Shops,#1F8500,Arizona
3011527,951 E Lewis & Clark Pkwy,Clarksville,IN,47129,(812) 218-5500,38.32064957466295,-85.76232432090148,https://stores.basspro.com/us/in/clarksville/951-e-lewis---clark-pkwy.html,Bass Pro Shops,#1F8500,Indiana
3011512,81576 Overseas Highway,Islamorada,FL,33036,(305) 664-4615,24.914815,-80.639719,https://stores.basspro.com/us/fl/islamorada/81576-overseas-highway.html,Bass Pro Shops,#1F8500,Florida
3011541,1 Bass Pro Dr,Memphis,TN,38105,(901) 291-8200,35.155113,-90.052262,https://stores.basspro.com/us/tn/memphis/1-bass-pro-dr.html,Bass Pro Shops,#1F8500,Tennessee
5942891,2011 S Campbell Avenue,Springfield,MO,65807,(417) 891-5375,37.1782392,-93.2963919,https://stores.basspro.com/us/mo/springfield/2011-s-campbell-avenue.html,Bass Pro Shops,#1F8500,Missouri
3986713,1 Cabela Drive,Triadelphia,WV,26059,(304) 238-0120,40.0595853,-80.5963698,https://stores.cabelas.com/us/wv/triadelphia/1-cabela-drive.html,Cabela's,#0058a0,West Virginia
3986735,1 Cabela Drive,Allen,TX,75002,(214) 383-0502,33.12146,-96.6638665,https://stores.cabelas.com/us/tx/allen/1-cabela-drive.html,Cabela's,#0058a0,Texas
3986721,1 Cabela Way,Richfield,WI,53076,(262) 628-5700,43.2781581,-88.1877938,https://stores.cabelas.com/us/wi/richfield/1-cabela-way.html,Cabela's,#0058a0,Wisconsin
3986712,100 Cabela Drive,Hamburg,PA,19526,(610) 929-7000,40.5576261,-76.0019511,https://stores.cabelas.com/us/pa/hamburg/100-cabela-drive.html,Cabela's,#0058a0,Pennsylvania
3986731,100 Cabela's Blvd,Scarborough,ME,04074,(207) 883-7400,43.6030497,-70.3716764,https://stores.cabelas.com/us/me/scarborough/100-cabela-s-blvd.html,Cabela's,#0058a0,Maine
3986762,1000 Cabelas Drive,Fort Mill,SC,29708,(980) 337-2600,35.0992639,-80.9330432,https://stores.cabelas.com/us/sc/fort-mill/1000-cabelas-drive.html,Cabela's,#0058a0,South Carolina
3986728,101 N Cabela Way,Post Falls,ID,83854,(208) 777-6300,47.6993138,-117.0395559,https://stores.cabelas.com/us/id/post-falls/101-n-cabela-way.html,Cabela's,#0058a0,Idaho
3986747,10670 Cabela Dr,Lone Tree,CO,80124,(303) 625-9920,39.5211209,-104.8693604,https://stores.cabelas.com/us/co/lone-tree/10670-cabela-dr.html,Cabela's,#0058a0,Colorado
3986710,110 Cabela Blvd East,Dundee,MI,48131,(734) 529-4700,41.9644132,-83.6762443,https://stores.cabelas.com/us/mi/dundee/110-cabela-blvd-east.html,Cabela's,#0058a0,Michigan
3986753,1100 Christiana Mall,Newark,DE,19702,(302) 266-2300,39.683219290127916,-75.65263932337984,https://stores.cabelas.com/us/de/newark/1100-christiana-mall.html,Cabela's,#0058a0,Delaware
3986704,115 Cabela Drive,Sidney,NE,69162,(308) 255-7889,41.1146496,-102.9563223,https://stores.cabelas.com/us/ne/sidney/115-cabela-drive.html,Cabela's,#0058a0,Nebraska
3986771,1200 W Memorial Rd,Oklahoma City,OK,73114,(405) 546-3500,35.605703,-97.5343856,https://stores.cabelas.com/us/ok/oklahoma-city/1200-w-memorial-rd.html,Cabela's,#0058a0,Oklahoma
3986749,125 Treeline Road,Kalispell,MT,59901,(406) 203-5200,48.2390837,-114.3332806,https://stores.cabelas.com/us/mt/kalispell/125-treeline-road.html,Cabela's,#0058a0,Montana
3986720,12703 Westport Parkway,La Vista,NE,68138,(402) 861-4800,41.1793079,-96.1114093,https://stores.cabelas.com/us/ne/la-vista/12703-westport-parkway.html,Cabela's,#0058a0,Nebraska
3986714,12901 Cabelas Drive,Fort Worth,TX,76177,(817) 337-2400,32.9610694,-97.3081788,https://stores.cabelas.com/us/tx/fort-worth/12901-cabelas-drive.html,Cabela's,#0058a0,Texas
3986768,13725 Cabela Parkway,Noblesville,IN,46060,(317) 565-6400,39.9888888,-85.9368389,https://stores.cabelas.com/us/in/noblesville/13725-cabela-parkway.html,Cabela's,#0058a0,Indiana
3986740,1400 E Washington Ave,Union Gap,WA,98903,(509) 941-2100,46.5689479,-120.4821743,https://stores.cabelas.com/us/wa/union-gap/1400-e-washington-ave.html,Cabela's,#0058a0,Washington
3986746,14050 Lincoln Street,Thornton,CO,80023,(303) 625-6100,39.951649,-104.9856052,https://stores.cabelas.com/us/co/thornton/14050-lincoln-street.html,Cabela's,#0058a0,Colorado
3986745,1499 Lombardi Avenue,Ashwaubenon,WI,54304,(920) 264-0140,44.5071607,-88.080441,https://stores.cabelas.com/us/wi/ashwaubenon/1499-lombardi-avenue.html,Cabela's,#0058a0,Wisconsin
3986773,1510 Conservation Way,Lexington,KY,40509,(859) 286-5300,38.0257871,-84.4116534,https://stores.cabelas.com/us/ky/lexington/1510-conservation-way.html,Cabela's,#0058a0,Kentucky
3986752,155 W 104th Avenue,Anchorage,AK,99515,(907) 341-3400,61.1274353,-149.880339,https://stores.cabelas.com/us/ak/anchorage/155-w-104th-avenue.html,Cabela's,#0058a0,Alaska
3986715,15570 South Interstate 35 Frontage Road,Buda,TX,78610,(512) 295-1100,30.082528,-97.8262597,https://stores.cabelas.com/us/tx/buda/15570-south-interstate-35-frontage-road.html,Cabela's,#0058a0,Texas
3986729,1600 Gateway Boulevard Northeast,Lacey,WA,98516,(360) 252-3500,47.0620618,-122.7847883,https://stores.cabelas.com/us/wa/lacey/1600-gateway-boulevard-northeast.html,Cabela's,#0058a0,Washington
3986742,1650 Gemini Pl,Columbus,OH,43240,(614) 702-2300,40.1493035,-82.9730806,https://stores.cabelas.com/us/oh/columbus/1650-gemini-pl.html,Cabela's,#0058a0,Ohio
3986739,200 Cross Terrace Blvd,Charleston,WV,25309,(304) 400-6000,38.3145617,-81.7167089,https://stores.cabelas.com/us/wv/charleston/200-cross-terrace-blvd.html,Cabela's,#0058a0,West Virginia
3986758,2003 Walden Ave,Cheektowaga,NY,14225,(716) 608-4770,42.9054488,-78.7630389,https://stores.cabelas.com/us/ny/cheektowaga/2003-walden-ave.html,Cabela's,#0058a0,New York
3986717,20200 Rogers Drive,Rogers,MN,55374,(763) 493-8600,45.187655,-93.5365599,https://stores.cabelas.com/us/mn/rogers/20200-rogers-drive.html,Cabela's,#0058a0,Minnesota
3986708,210 Demers Ave NW,East Grand Forks,MN,56721,(218) 773-0282,47.9282158,-97.0255384,https://stores.cabelas.com/us/mn/east-grand-forks/210-demers-ave-nw.html,Cabela's,#0058a0,Minnesota
3986719,2200 W Cabela's Parkway,Gonzales,LA,70737,(225) 743-3400,30.2055072,-90.9462143,https://stores.cabelas.com/us/la/gonzales/2200-w-cabela-s-parkway.html,Cabela's,#0058a0,Louisiana
3986733,2424 US Hwy 6,Grand Junction,CO,81505,(970) 683-5000,39.0909214,-108.602419,https://stores.cabelas.com/us/co/grand-junction/2424-us-hwy-6.html,Cabela's,#0058a0,Colorado
3986736,2427 N Greenwich Rd,Wichita,KS,67226,(316) 854-3130,37.7272897,-97.2120552,https://stores.cabelas.com/us/ks/wichita/2427-n-greenwich-rd.html,Cabela's,#0058a0,Kansas
3986716,2502 West Cabela's Boulevard,Lehi,UT,84043,(801) 766-2500,40.4376889,-111.8888703,https://stores.cabelas.com/us/ut/lehi/2502-west-cabela-s-boulevard.html,Cabela's,#0058a0,Utah
3986748,2700 Marketplace Drive,Waco,TX,76711,(254) 870-4300,31.499156,-97.1522678,https://stores.cabelas.com/us/tx/waco/2700-marketplace-drive.html,Cabela's,#0058a0,Texas
3986734,2800 Gateway Street,Springfield,OR,97477,(541) 349-5760,44.0731093,-123.0463667,https://stores.cabelas.com/us/or/springfield/2800-gateway-street.html,Cabela's,#0058a0,Oregon
3986743,3000 44th Street Southwest,Grandville,MI,49418,(616) 682-6700,42.8826177,-85.7383977,https://stores.cabelas.com/us/mi/grandville/3000-44th-street-southwest.html,Cabela's,#0058a0,Michigan
3986756,3030 W Loop 289,Lubbock,TX,79407,(806) 472-4300,33.5660004,-101.9474236,https://stores.cabelas.com/us/tx/lubbock/3030-w-loop-289.html,Cabela's,#0058a0,Texas
3986730,3231 E Mall Dr,Rapid City,SD,57701,(605) 388-5600,44.10066479964673,-103.16286711031353,https://stores.cabelas.com/us/sd/rapid-city/3231-e-mall-dr.html,Cabela's,#0058a0,South Dakota
3986707,33901 St Hwy 35,Prairie du Chien,WI,53821,(608) 326-5600,43.0725833,-91.1376876,https://stores.cabelas.com/us/wi/prairie-du-chien/33901-st-hwy-35.html,Cabela's,#0058a0,Wisconsin
3986761,3395 Nell O'Bryan Court,Bowling Green,KY,42103,(270) 936-8300,36.9381324,-86.4174512,https://stores.cabelas.com/us/ky/bowling-green/3395-nell-o-bryan-court.html,Cabela's,#0058a0,Kentucky
3986777,35685 Chester Road,Avon,OH,44011,(440) 723-5600,41.465467,-82.0129968,https://stores.cabelas.com/us/oh/avon/35685-chester-road.html,Cabela's,#0058a0,Ohio
3986705,3600 US 30,Kearney,NE,68847,(308) 234-3933,40.7076493,-99.0334422,https://stores.cabelas.com/us/ne/kearney/3600-us-30.html,Cabela's,#0058a0,Nebraska
3986755,3650 Brooks Street,Missoula,MT,59801,(406) 203-5400,46.8357105,-114.0373068,https://stores.cabelas.com/us/mt/missoula/3650-brooks-street.html,Cabela's,#0058a0,Montana
3986766,3693 South 25th East,Ammon,ID,83406,(208) 932-2900,43.464545,-111.981152,https://stores.cabelas.com/us/id/ammon/3693-south-25th-east.html,Cabela's,#0058a0,Idaho
