theater_name,street,city,state,postal_code,url,latitude,longitude,state_name,brand,updated
AMC Glendora 12,1337 East Gladstone St.,Glendora,CA,91740,https://www.amctheatres.com/movie-theatres/los-angeles/amc-glendora-12,34.117098,-117.836118,California,AMC Theaters,2024-03-17
AMC DINE-IN Ontario Mills 30,4549 Mills Circle,Ontario,CA,91764,https://www.amctheatres.com/movie-theatres/los-angeles/amc-dine-in-ontario-mills-30,34.074322,-117.552291,California,AMC Theaters,2024-03-17
AMC DINE-IN Montclair Place 12,2200 Montclair Plaza Lane,Montclair,CA,91763,https://www.amctheatres.com/movie-theatres/los-angeles/amc-dine-in-montclair-place-12,34.0897674,-117.6949438,California,AMC Theaters,2024-03-17
AMC Orange 30,20 City Blvd West,Orange,CA,92868-3130,https://www.amctheatres.com/movie-theatres/los-angeles/amc-orange-30,33.780103,-117.894348,California,AMC Theaters,2024-03-17
AMC Norwalk 20,12300 E. Civic Center Drive,Norwalk,CA,90650-3171,https://www.amctheatres.com/movie-theatres/los-angeles/amc-norwalk-20,33.9139203253,-118.0712351964,California,AMC Theaters,2024-03-17
"AMC Burbank Town Center 6, On First St. near San Fernando",770 North 1st Street,Burbank,CA,91501-0000,https://www.amctheatres.com/movie-theatres/los-angeles/amc-burbank-town-center-6,34.184719,-118.31448,California,AMC Theaters,2024-03-17
AMC Marina Marketplace 6,4335 Glencoe Ave,Marina Del Rey,CA,90292,https://www.amctheatres.com/movie-theatres/los-angeles/amc-marina-marketplace-6,33.985832,-118.439505,California,AMC Theaters,2024-03-17
AMC The Grove 14,189 The Grove Dr,Los Angeles,CA,90036,https://www.amctheatres.com/movie-theatres/los-angeles/amc-the-grove-14,34.0718782988,-118.3578432014,California,AMC Theaters,2024-03-17
AMC The Americana at Brand 18,322 Americana Way,Glendale,CA,91210,https://www.amctheatres.com/movie-theatres/los-angeles/amc-the-americana-at-brand-18,34.144393,-118.25525,California,AMC Theaters,2024-03-17
AMC Northridge 10,9400 Shirley Ave,Northridge,CA,91324,https://www.amctheatres.com/movie-theatres/los-angeles/amc-northridge-10,34.2400997,-118.5577136,California,AMC Theaters,2024-03-17
AMC La Mirada 7,15296 Rosecrans Avenue,La Mirada,CA,90638,https://www.amctheatres.com/movie-theatres/los-angeles/amc-la-mirada-7,33.898744,-118.005413,California,AMC Theaters,2024-03-17
AMC Woodbridge 5,4626 Barranca Parkway,Irvine,CA,92604,https://www.amctheatres.com/movie-theatres/los-angeles/amc-woodbridge-5,33.677368,-117.800179,California,AMC Theaters,2024-03-17
AMC DINE-IN South Bay Galleria 16,1815 Hawthorne Blvd,Redondo Beach,CA,90278-3420,https://www.amctheatres.com/movie-theatres/los-angeles/amc-dine-in-south-bay-galleria-16,33.868102,-118.356318,California,AMC Theaters,2024-03-17
AMC Atlantic Times Square 14,450 N Atlantic Blvd,Monterey Park,CA,91754,https://www.amctheatres.com/movie-theatres/los-angeles/amc-atlantic-times-square-14,34.067714,-118.134051,California,AMC Theaters,2024-03-17
Universal Cinema AMC at CityWalk Hollywood,100 Universal City Plaza,Universal City,CA,91608,https://www.amctheatres.com/movie-theatres/los-angeles/universal-cinema-amc-at-citywalk-hollywood,34.1370311799,-118.3526099987,California,AMC Theaters,2024-03-17
AMC Broadway 4,1441 3rd St. Promenade,Santa Monica,CA,90401-0000,https://www.amctheatres.com/movie-theatres/los-angeles/amc-broadway-4,34.014806,-118.494903,California,AMC Theaters,2024-03-17
AMC DINE-IN Marina 6,13455 Maxella Ave,Marina Del Rey,CA,90292,https://www.amctheatres.com/movie-theatres/los-angeles/amc-dine-in-marina-6,33.98737618,-118.4408225,California,AMC Theaters,2024-03-17
AMC Temecula 10,27531 Ynez Rd,Temecula,CA,92591-4631,https://www.amctheatres.com/movie-theatres/los-angeles/amc-temecula-10,33.503406,-117.15117,California,AMC Theaters,2024-03-17
AMC DINE-IN Thousand Oaks 14,166 W. Hillcrest Drive,Thousand Oaks,CA,91360,https://www.amctheatres.com/movie-theatres/los-angeles/amc-dine-in-thousand-oaks-14,34.1819,-118.8856,California,AMC Theaters,2024-03-17
AMC Stonybrook 20,2745 S Hurstbourne Pkwy,Louisville,KY,40220,https://www.amctheatres.com/movie-theatres/louisville-ky/amc-stonybrook-20,38.210522,-85.595936,Kentucky,AMC Theaters,2024-03-17
AMC CLASSIC Milledgeville 6,2400 N Columbia St,Milledgeville,GA,31061,https://www.amctheatres.com/movie-theatres/macon-ga/amc-classic-milledgeville-6,33.10946,-83.25508,Georgia,AMC Theaters,2024-03-17
AMC Fitchburg 18,6091 Mckee Rd,Fitchburg,WI,53719,https://www.amctheatres.com/movie-theatres/madison/amc-fitchburg-18,43.0144854,-89.46637,Wisconsin,AMC Theaters,2024-03-17
AMC CLASSIC Johnson Creek 12,420 Village Walk Ln,Johnson Creek,WI,53038,https://www.amctheatres.com/movie-theatres/madison/amc-classic-johnson-creek-12,43.081277,-88.765635,Wisconsin,AMC Theaters,2024-03-17
AMC CLASSIC Mattoon 10,2509 Hurst Dr,Mattoon,IL,61938,https://www.amctheatres.com/movie-theatres/mattoon/amc-classic-mattoon-10,39.482548,-88.307573,Illinois,AMC Theaters,2024-03-17
AMC DINE-IN Coral Ridge 10,3401 N.e. 26th Avenue,Fort Lauderdale,FL,33306-0000,https://www.amctheatres.com/movie-theatres/miami-ft-lauderdale/amc-dine-in-coral-ridge-10,26.16999,-80.11506,Florida,AMC Theaters,2024-03-17
AMC Tamiami 18,11865 Sw 26th St,Miami,FL,33175,https://www.amctheatres.com/movie-theatres/miami-ft-lauderdale/amc-tamiami-18,25.747734,-80.389511,Florida,AMC Theaters,2024-03-17
AMC Sunset Place 24,5701 Sunset Drive,South Miami,FL,33143-0000,https://www.amctheatres.com/movie-theatres/miami-ft-lauderdale/amc-sunset-place-24,25.704396,-80.286462,Florida,AMC Theaters,2024-03-17
AMC Weston 8,1338 Sw 160th Avenue,Sunrise,FL,33326,https://www.amctheatres.com/movie-theatres/miami-ft-lauderdale/amc-weston-8,26.104613,-80.361326,Florida,AMC Theaters,2024-03-17
AMC Sunrise 8,4321 Nw 88th Avenue,Sunrise,FL,33351,https://www.amctheatres.com/movie-theatres/miami-ft-lauderdale/amc-sunrise-8,26.177621,-80.268003,Florida,AMC Theaters,2024-03-17
AMC Aventura 24,19501 Biscayne Blvd #3001,Aventura,FL,33180-0000,https://www.amctheatres.com/movie-theatres/miami-ft-lauderdale/amc-aventura-24,25.956328,-80.14226,Florida,AMC Theaters,2024-03-17
AMC Pembroke Lake 9,12085 Pines Blvd,Pembroke Pines,FL,33026,https://www.amctheatres.com/movie-theatres/miami-ft-lauderdale/amc-pembroke-lake-9,26.007849,-80.308276,Florida,AMC Theaters,2024-03-17
AMC Hialeah 12,780 W 49th St,Hialeah,FL,33012-3609,https://www.amctheatres.com/movie-theatres/miami-ft-lauderdale/amc-hialeah-12,25.865364,-80.297871,Florida,AMC Theaters,2024-03-17
AMC Pompano Beach 18,2315 N Federal Hwy,Pompano Beach,FL,33062-1010,https://www.amctheatres.com/movie-theatres/miami-ft-lauderdale/amc-pompano-beach-18,26.2602,-80.1009,Florida,AMC Theaters,2024-03-17
AMC Crystal Run 16,1 Galleria Drive,Middletown,NY,10940,https://www.amctheatres.com/movie-theatres/middletown/amc-crystal-run-16,41.4535590447,-74.3668362559,New York,AMC Theaters,2024-03-17
AMC Mayfair Mall 18,2500 N Mayfair Rd Ste M186,Wauwatosa,WI,53226-1464,https://www.amctheatres.com/movie-theatres/milwaukee/amc-mayfair-mall-18,43.06395,-88.044369,Wisconsin,AMC Theaters,2024-03-17
AMC Eden Prairie Mall 18,8251 Flying Cloud Drive,Eden Prairie,MN,55344,https://www.amctheatres.com/movie-theatres/minneapolis-st-paul/amc-eden-prairie-mall-18,44.854469,-93.424537,Minnesota,AMC Theaters,2024-03-17
AMC Rosedale 14,1595 Highway 36 W,Roseville,MN,55113,https://www.amctheatres.com/movie-theatres/minneapolis-st-paul/amc-rosedale-14,45.013331,-93.169174,Minnesota,AMC Theaters,2024-03-17
AMC Southdale 16,400 Southdale Ctr,Edina,MN,55435-7020,https://www.amctheatres.com/movie-theatres/minneapolis-st-paul/amc-southdale-16,44.880556,-93.326111,Minnesota,AMC Theaters,2024-03-17
AMC CLASSIC Mounds View 15,2430 Co Hwy 10,Mounds View,MN,55112,https://www.amctheatres.com/movie-theatres/minneapolis-st-paul/amc-classic-mounds-view-15,45.1018542,-93.2065835,Minnesota,AMC Theaters,2024-03-17
AMC Coon Rapids 16,10051 Woodcrest Dr Nw,Coon Rapids,MN,55433,https://www.amctheatres.com/movie-theatres/minneapolis-st-paul/amc-coon-rapids-16,45.152408,-93.277735,Minnesota,AMC Theaters,2024-03-17
AMC Inver Grove 16,5567 Bishop Ave,Inver Grove Heights,MN,55076,https://www.amctheatres.com/movie-theatres/minneapolis-st-paul/amc-inver-grove-16,44.868345,-93.058078,Minnesota,AMC Theaters,2024-03-17
AMC Dakota Square 9,2400 10th Street Sw Dakota Sq Mall,Minot,ND,58701,https://www.amctheatres.com/movie-theatres/minot-nd/amc-dakota-square-9,48.20747,-101.30667,North Dakota,AMC Theaters,2024-03-17
AMC CLASSIC Boulevard 10,465 Grand Boulevard,Miramar Beach,FL,32550,https://www.amctheatres.com/movie-theatres/miramar-beach-fl/amc-classic-boulevard-10,30.379701,-86.315554,Florida,AMC Theaters,2024-03-17
AMC CLASSIC Missoula 12,3640 Mullan Rd,Missoula,MT,59802,https://www.amctheatres.com/movie-theatres/missoula-mt/amc-classic-missoula-12,46.887183,-114.04338,Montana,AMC Theaters,2024-03-17
AMC DINE-IN Southgate 9,2901 Brooks Street,Missoula,MT,59801,https://www.amctheatres.com/movie-theatres/missoula-mt/amc-dine-in-southgate-9,46.845241,-114.0303642,Montana,AMC Theaters,2024-03-17
AMC Festival Plaza 16,7925 Vaughn Road,Montgomery,AL,36116,https://www.amctheatres.com/movie-theatres/montgomery/amc-festival-plaza-16,32.34066,-86.1772,Alabama,AMC Theaters,2024-03-17
AMC CLASSIC Chantilly 13,10477 Chantilly Parkway,Montgomery,AL,36117,https://www.amctheatres.com/movie-theatres/montgomery/amc-classic-chantilly-13,32.3602492,-86.1320681,Alabama,AMC Theaters,2024-03-17
AMC CLASSIC Prattville 12,2399 Cobbs Ford Rd,Prattville,AL,36066-7705,https://www.amctheatres.com/movie-theatres/montgomery/amc-classic-prattville-12,32.4619026,-86.3993264,Alabama,AMC Theaters,2024-03-17
AMC Headquarters Plaza 10,72 Headquarters Plaza,Morristown,NJ,07960,https://www.amctheatres.com/movie-theatres/morristown/amc-headquarters-plaza-10,40.80022,-74.4815,New Jersey,AMC Theaters,2024-03-17
AMC Mountainside 10,1021 Route 22,Mountainside,NJ,07092-2806,https://www.amctheatres.com/movie-theatres/mountainside/amc-mountainside-10,40.683689,-74.337423,New Jersey,AMC Theaters,2024-03-17
AMC Muncie 12,860 E Princeton Ave,Muncie,IN,47303,https://www.amctheatres.com/movie-theatres/muncie-richmond/amc-muncie-12,40.225395,-85.376251,Indiana,AMC Theaters,2024-03-17
AMC CLASSIC Richmond 11,4713 National Rd E,Richmond,IN,47374,https://www.amctheatres.com/movie-theatres/muncie-richmond/amc-classic-richmond-11,39.829482,-84.83642,Indiana,AMC Theaters,2024-03-17
AMC CLASSIC Myrtle Beach 12,10177 North Kings Highway,Myrtle Beach,SC,29572,https://www.amctheatres.com/movie-theatres/myrtle-beach-sc/amc-classic-myrtle-beach-12,33.791916,-78.766587,South Carolina,AMC Theaters,2024-03-17
AMC CLASSIC Governor's Square 10,2801 Guthrie Hwy,Clarksville,TN,37040,https://www.amctheatres.com/movie-theatres/nashville-tn/amc-classic-governor-s-square-10,36.588379,-87.287729,Tennessee,AMC Theaters,2024-03-17
AMC CLASSIC Highland 12,1181 S Jefferson Ave,Cookeville,TN,38506-4220,https://www.amctheatres.com/movie-theatres/nashville-tn/amc-classic-highland-12,36.13172,-85.5056,Tennessee,AMC Theaters,2024-03-17
AMC DINE-IN Thoroughbred 20,633 Frazier Drive,Franklin,TN,37067,https://www.amctheatres.com/movie-theatres/nashville-tn/amc-dine-in-thoroughbred-20,35.943309,-86.823589,Tennessee,AMC Theaters,2024-03-17
AMC CLASSIC Murfreesboro 16,2626 Cason Square Blvd.,Murfreesboro,TN,37128,https://www.amctheatres.com/movie-theatres/nashville-tn/amc-classic-murfreesboro-16,35.84341,-86.43837,Tennessee,AMC Theaters,2024-03-17
AMC Antioch 8,901 Bell Rd,Antioch,TN,37013,https://www.amctheatres.com/movie-theatres/nashville-tn/amc-antioch-8,36.050639,-86.651675,Tennessee,AMC Theaters,2024-03-17
AMC CLASSIC Spring Hill 12,2068 Crossing Circle,Springhill,TN,37174,https://www.amctheatres.com/movie-theatres/nashville-tn/amc-classic-spring-hill-12,35.737286,-86.944049,Tennessee,AMC Theaters,2024-03-17
AMC Bellevue 12,8125 Sawyer Brown Road,Nashville,TN,37221,https://www.amctheatres.com/movie-theatres/nashville-tn/amc-bellevue-12,36.084569,-86.943778,Tennessee,AMC Theaters,2024-03-17
AMC Stones River 9,1706 Old Fort Parkway,Murfreesboro,TN,37129,https://www.amctheatres.com/movie-theatres/nashville-tn/amc-stones-river-9,35.846374,-86.416096,Tennessee,AMC Theaters,2024-03-17
AMC New Brunswick 18,17 US-1,New Brunswick,NJ,08901,https://www.amctheatres.com/movie-theatres/new-brunswick/amc-new-brunswick-18,40.488952,-74.415618,New Jersey,AMC Theaters,2024-03-17
AMC Elmwood Palace 20,1200 Elmwood Park Blvd,Harahan,LA,70123-2313,https://www.amctheatres.com/movie-theatres/new-orleans/amc-elmwood-palace-20,29.9622762877,-90.1912881991,Louisiana,AMC Theaters,2024-03-17
AMC Westbank Palace 16,1151 Manhattan Blvd,Harvey,LA,70058-4500,https://www.amctheatres.com/movie-theatres/new-orleans/amc-westbank-palace-16,29.8988345125,-90.0607165139,Louisiana,AMC Theaters,2024-03-17
AMC DINE-IN Clearview Palace 12,4486 VETERANS MEMORIAL BLVD,Metairie,LA,70006-5329,https://www.amctheatres.com/movie-theatres/new-orleans/amc-dine-in-clearview-palace-12,30.0021153878,-90.1829949102,Louisiana,AMC Theaters,2024-03-17
AMC Hammond Palace 10,801 C M Fagan Dr,Hammond,LA,70403-6050,https://www.amctheatres.com/movie-theatres/new-orleans/amc-hammond-palace-10,30.481665861,-90.4637013876,Louisiana,AMC Theaters,2024-03-17
AMC Houma Palace 10,5737 W Park Ave,Houma,LA,70364-1400,https://www.amctheatres.com/movie-theatres/new-orleans/amc-houma-palace-10,29.640612,-90.757217,Louisiana,AMC Theaters,2024-03-17
AMC Glen Cove 6,5 School St,Glen Cove,NY,11542,https://www.amctheatres.com/movie-theatres/new-york-city/amc-glen-cove-6,40.866325,-73.631466,New York,AMC Theaters,2024-03-17
AMC Empire 25,234 West 42nd Street,New York,NY,10036,https://www.amctheatres.com/movie-theatres/new-york-city/amc-empire-25,40.7568430475,-73.9891790357,New York,AMC Theaters,2024-03-17
AMC DINE-IN Huntington Square 12,4000 Jericho Turnpike,East Northport,NY,11731,https://www.amctheatres.com/movie-theatres/new-york-city/amc-dine-in-huntington-square-12,40.8390989,-73.3174212,New York,AMC Theaters,2024-03-17
AMC DINE-IN Staten Island 11,2655 Richmond Avenue,Staten Island,NY,10314,https://www.amctheatres.com/movie-theatres/new-york-city/amc-dine-in-staten-island-11,40.5811274,-74.1676775,New York,AMC Theaters,2024-03-17
AMC Marquis 16,100 Quarry Rd,Trumbull,CT,06611,https://www.amctheatres.com/movie-theatres/new-york-city/amc-marquis-16,41.228826,-73.184198,Connecticut,AMC Theaters,2024-03-17
AMC Royale 6,542 Westport Ave,Norwalk,CT,06851,https://www.amctheatres.com/movie-theatres/new-york-city/amc-royale-6,41.127145,-73.38459,Connecticut,AMC Theaters,2024-03-17
AMC SoNo 8,64 N Main St,Norwalk,CT,06854,https://www.amctheatres.com/movie-theatres/new-york-city/amc-sono-8,41.100559,-73.420328,Connecticut,AMC Theaters,2024-03-17
AMC Majestic 6,118 Summer St,Stamford,CT,06901,https://www.amctheatres.com/movie-theatres/new-york-city/amc-majestic-6,41.05436,-73.54084,Connecticut,AMC Theaters,2024-03-17
AMC Landmark 8,5 Landmark Square,Stamford,CT,06905,https://www.amctheatres.com/movie-theatres/new-york-city/amc-landmark-8,41.054861,-73.537444,Connecticut,AMC Theaters,2024-03-17
AMC Bay Plaza Cinema 13,2210 Bartow Avenue,Bronx,NY,10475-4618,https://www.amctheatres.com/movie-theatres/new-york-city/amc-bay-plaza-cinema-13,40.86696332,-73.82503038,New York,AMC Theaters,2024-03-17
AMC 84th Street 6,2310 Broadway,New York,NY,10024,https://www.amctheatres.com/movie-theatres/new-york-city/amc-84th-street-6,40.7867,-73.977691,New York,AMC Theaters,2024-03-17
AMC Orpheum 7,1538 Third Ave (86th St.),New York,NY,10028,https://www.amctheatres.com/movie-theatres/new-york-city/amc-orpheum-7,40.779342,-73.953861,New York,AMC Theaters,2024-03-17
AMC Village 7,66 Third Ave (11th St.),New York,NY,10003,https://www.amctheatres.com/movie-theatres/new-york-city/amc-village-7,40.73141,-73.988568,New York,AMC Theaters,2024-03-17
AMC 19th St. East 6,890 Broadway,New York,NY,10003,https://www.amctheatres.com/movie-theatres/new-york-city/amc-19th-st-east-6,40.738673,-73.989829,New York,AMC Theaters,2024-03-17
AMC Lincoln Square 13,1998 Broadway,New York,NY,10023,https://www.amctheatres.com/movie-theatres/new-york-city/amc-lincoln-square-13,40.775116,-73.981747,New York,AMC Theaters,2024-03-17
AMC 34th Street 14,312 West 34th Street,New York,NY,10001,https://www.amctheatres.com/movie-theatres/new-york-city/amc-34th-street-14,40.75251,-73.994396,New York,AMC Theaters,2024-03-17
AMC Bay Terrace 6,211-01 26th Ave,Bayside,NY,11360,https://www.amctheatres.com/movie-theatres/new-york-city/amc-bay-terrace-6,40.779063,-73.778679,New York,AMC Theaters,2024-03-17
AMC Stony Brook 17,2196 Nesconset Highway,Stony Brook,NY,11790,https://www.amctheatres.com/movie-theatres/new-york-city/amc-stony-brook-17,40.87541783,-73.12657565,New York,AMC Theaters,2024-03-17
AMC DINE-IN Levittown 10,3585 Hempstead Turnpike,Levittown,NY,11756,https://www.amctheatres.com/movie-theatres/new-york-city/amc-dine-in-levittown-10,40.72789414,-73.50285989,New York,AMC Theaters,2024-03-17
AMC Roosevelt Field 8,630 Old Country Road,Garden City,NY,11530,https://www.amctheatres.com/movie-theatres/new-york-city/amc-roosevelt-field-8,40.73975965,-73.61514641,New York,AMC Theaters,2024-03-17
AMC Raceway 10,1025 Corporate Drive,Westbury,NY,11590,https://www.amctheatres.com/movie-theatres/new-york-city/amc-raceway-10,40.74231144,-73.5965722,New York,AMC Theaters,2024-03-17
AMC Fresh Meadows 7,190-02 Horace Harding Blvd.,Fresh Meadows,NY,11365,https://www.amctheatres.com/movie-theatres/new-york-city/amc-fresh-meadows-7,40.741229,-73.783583,New York,AMC Theaters,2024-03-17
AMC Fantasy 5,18 North Park Avenue,Rockville Ctr.,NY,11570,https://www.amctheatres.com/movie-theatres/new-york-city/amc-fantasy-5,40.656804,-73.645246,New York,AMC Theaters,2024-03-17
AMC Shore 8,37 Wall Street,Huntington,NY,11743,https://www.amctheatres.com/movie-theatres/new-york-city/amc-shore-8,40.872698,-73.427811,New York,AMC Theaters,2024-03-17
AMC Kips Bay 15,570 Second Avenue,New York,NY,10016,https://www.amctheatres.com/movie-theatres/new-york-city/amc-kips-bay-15,40.742973,-73.977009,New York,AMC Theaters,2024-03-17
AMC Magic Johnson Harlem 9,2309 Frederick Douglass Blvd.,New York,NY,10027,https://www.amctheatres.com/movie-theatres/new-york-city/amc-magic-johnson-harlem-9,40.809226,-73.951894,New York,AMC Theaters,2024-03-17
AMC Lynnhaven 18,1001 Lynnhaven Mall Loop,Virginia Beach,VA,23452-7206,https://www.amctheatres.com/movie-theatres/norfolk/amc-lynnhaven-18,36.815885,-76.072756,Virginia,AMC Theaters,2024-03-17
AMC Hampton Towne Centre 24,1 TOWN CENTER WAY,Hampton,VA,23666-1999,https://www.amctheatres.com/movie-theatres/norfolk/amc-hampton-towne-centre-24,37.06177,-76.423452,Virginia,AMC Theaters,2024-03-17
AMC Bay Street 16,5614 Bay Street,Emeryville,CA,94608,https://www.amctheatres.com/movie-theatres/oakland/amc-bay-street-16,37.832951,-122.292965,California,AMC Theaters,2024-03-17
AMC Brentwood 14,2525 Sand Creek Road,Brentwood,CA,94513,https://www.amctheatres.com/movie-theatres/oakland/amc-brentwood-14,37.945746,-121.740478,California,AMC Theaters,2024-03-17
AMC Robinson Crossing 6,1300 Interstate Drive,Norman,OK,73072-0000,https://www.amctheatres.com/movie-theatres/oklahoma-city/amc-robinson-crossing-6,35.23332,-97.48788,Oklahoma,AMC Theaters,2024-03-17
AMC Quail Springs Mall 24,2501 W. Memorial Rd,Oklahoma City,OK,73134-8025,https://www.amctheatres.com/movie-theatres/oklahoma-city/amc-quail-springs-mall-24,35.612151,-97.561189,Oklahoma,AMC Theaters,2024-03-17
AMC Penn Square 10,1901 N.w.expressway,Oklahoma City,OK,73118,https://www.amctheatres.com/movie-theatres/oklahoma-city/amc-penn-square-10,35.525145,-97.543198,Oklahoma,AMC Theaters,2024-03-17
AMC West End Pointe 8,12825 NW 10th Street,Yukon,OK,73099,https://www.amctheatres.com/movie-theatres/oklahoma-city/amc-west-end-pointe-8,35.479006,-97.756181,Oklahoma,AMC Theaters,2024-03-17
AMC Stillwater 10,1909 N Perkins Rd,Stillwater,OK,74074,https://www.amctheatres.com/movie-theatres/oklahoma-city/amc-stillwater-10,36.139816,-97.050422,Oklahoma,AMC Theaters,2024-03-17
Cinema Centre 8,3031 N Harrison,Shawnee,OK,74804,https://www.amctheatres.com/movie-theatres/oklahoma-city/cinema-centre-8,35.363264,-96.910906,Oklahoma,AMC Theaters,2024-03-17
AMC CLASSIC Westroads 14,10000 California St,Omaha,NE,68114,https://www.amctheatres.com/movie-theatres/omaha/amc-classic-westroads-14,41.267485,-96.068766,Nebraska,AMC Theaters,2024-03-17
AMC Council Bluffs 17,3220 23rd Ave,Council Bluffs,IA,51501,https://www.amctheatres.com/movie-theatres/omaha/amc-council-bluffs-17,41.24191829,-95.8954748691,Iowa,AMC Theaters,2024-03-17
AMC Altamonte Mall 18,433 E ALTAMONTE DR,Altamonte Springs,FL,32701-4603,https://www.amctheatres.com/movie-theatres/orlando-daytona-beach/amc-altamonte-mall-18,28.667199,-81.380085,Florida,AMC Theaters,2024-03-17
"AMC DINE-IN Disney Springs 24, Grab-and-go treat stands plus 10 auditoriums offer dine-in service delivered right to your seat.",1500 E Buena Vista Dr,Lake Buena Vista,FL,32830-8422,https://www.amctheatres.com/movie-theatres/orlando-daytona-beach/amc-dine-in-disney-springs-24,28.37003388,-81.52096067,Florida,AMC Theaters,2024-03-17
AMC West Oaks 14,9415 West Colonial Drive,Ocoee,FL,34761-0000,https://www.amctheatres.com/movie-theatres/orlando-daytona-beach/amc-west-oaks-14,28.551911,-81.514677,Florida,AMC Theaters,2024-03-17
AMC Avenue 16,2241 Town Center Ave,Melbourne,FL,32940,https://www.amctheatres.com/movie-theatres/orlando-daytona-beach/amc-avenue-16,28.242483,-80.725757,Florida,AMC Theaters,2024-03-17
AMC CLASSIC New Smyrna 12,1401 S Dixie Fwy,New Smyrna Beach,FL,32168-7604,https://www.amctheatres.com/movie-theatres/orlando-daytona-beach/amc-classic-new-smyrna-12,29.009607,-80.918905,Florida,AMC Theaters,2024-03-17
AMC CLASSIC West Melbourne 12,4255 Norfolk Parkway,West Melbourne,FL,32904,https://www.amctheatres.com/movie-theatres/orlando-daytona-beach/amc-classic-west-melbourne-12,28.04007,-80.664333,Florida,AMC Theaters,2024-03-17
AMC Garden State Plaza 16,4000 Garden State Plaza,Paramus,NJ,07652,https://www.amctheatres.com/movie-theatres/paramus/amc-garden-state-plaza-16,40.9159756628,-74.0761990675,New Jersey,AMC Theaters,2024-03-17
AMC CLASSIC Jubilee Square 12,6898 Us 90,Daphne,AL,36526,https://www.amctheatres.com/movie-theatres/pensacola-mobile/amc-classic-jubilee-square-12,30.652793,-87.903254,Alabama,AMC Theaters,2024-03-17
AMC Mobile 16,785 Schillinger Rd S,Mobile,AL,36695,https://www.amctheatres.com/movie-theatres/pensacola-mobile/amc-mobile-16,30.672979,-88.22221,Alabama,AMC Theaters,2024-03-17
AMC CLASSIC Wharf 15,23101 Canal Road,Orange Beach,AL,36561,https://www.amctheatres.com/movie-theatres/pensacola-mobile/amc-classic-wharf-15,30.292731,-87.628693,Alabama,AMC Theaters,2024-03-17
AMC CLASSIC Pensacola 18,6595 North W St,Pensacola,FL,32505,https://www.amctheatres.com/movie-theatres/pensacola-mobile/amc-classic-pensacola-18,30.485862,-87.261906,Florida,AMC Theaters,2024-03-17
AMC Bayou 15,5149 Bayou Boulevard,Pensacola,FL,32503,https://www.amctheatres.com/movie-theatres/pensacola-mobile/amc-bayou-15,30.47276,-87.21657,Florida,AMC Theaters,2024-03-17
AMC CLASSIC Grand Prairie 18,5311 West American Praire Drive,Peoria,IL,61615,https://www.amctheatres.com/movie-theatres/peoria/amc-classic-grand-prairie-18,40.782907,-89.677303,Illinois,AMC Theaters,2024-03-17
AMC CLASSIC Sunnyland 10,40 Sunnyland Plz,Washington,IL,61571-1943,https://www.amctheatres.com/movie-theatres/peoria/amc-classic-sunnyland-10,40.691582,-89.482086,Illinois,AMC Theaters,2024-03-17
AMC CLASSIC Pekin 14,1124 Edgewater Dr,Pekin,IL,61554,https://www.amctheatres.com/movie-theatres/peoria/amc-classic-pekin-14,40.6027069,-89.6296453,Illinois,AMC Theaters,2024-03-17
AMC MarketFair 10,3521 US-1,Princeton,NJ,08540,https://www.amctheatres.com/movie-theatres/philadelphia/amc-marketfair-10,40.3155337,-74.6619304,New Jersey,AMC Theaters,2024-03-17
AMC Deptford 8,1740 Clements Bridge Road,Deptford,NJ,08096-2010,https://www.amctheatres.com/movie-theatres/philadelphia/amc-deptford-8,39.835019,-75.10009,New Jersey,AMC Theaters,2024-03-17
AMC Marlton 8,800 N. Route 73,Marlton,NJ,08053-0000,https://www.amctheatres.com/movie-theatres/philadelphia/amc-marlton-8,39.9048770406,-74.9356045984,New Jersey,AMC Theaters,2024-03-17
AMC Neshaminy 24,660 Neshaminy Mall,Bensalem,PA,19020-1612,https://www.amctheatres.com/movie-theatres/philadelphia/amc-neshaminy-24,40.139656,-74.961364,Pennsylvania,AMC Theaters,2024-03-17
AMC Woodhaven 10,1336 Bristol Pike,Bensalem,PA,19020-0000,https://www.amctheatres.com/movie-theatres/philadelphia/amc-woodhaven-10,40.071986,-74.965098,Pennsylvania,AMC Theaters,2024-03-17
AMC DINE-IN Fashion District 8,1001 Market Street,Philadelphia,PA,19107,https://www.amctheatres.com/movie-theatres/philadelphia/amc-dine-in-fashion-district-8,39.9519679,-75.1582372,Pennsylvania,AMC Theaters,2024-03-17
AMC Marple 10,400 South State Road,Springfield,PA,19064,https://www.amctheatres.com/movie-theatres/philadelphia/amc-marple-10,39.9383603985,-75.3580909043,Pennsylvania,AMC Theaters,2024-03-17
AMC Broadstreet 7,1600 N Broadstreet,Philadelphia,PA,19121,https://www.amctheatres.com/movie-theatres/philadelphia/amc-broadstreet-7,39.97797,-75.158456,Pennsylvania,AMC Theaters,2024-03-17
AMC DINE-IN Painters Crossing 9,112 Wilmington Pike,West Chester,PA,19382-8310,https://www.amctheatres.com/movie-theatres/philadelphia/amc-dine-in-painters-crossing-9,39.8827857679,-75.5499470023,Pennsylvania,AMC Theaters,2024-03-17
