store_number,street,city,state,zip,latitude,longitude,state_name,brand,updated
8667,820 Pantops Corner Way,Charlottesville,VA,22911,38.03389709,-78.45362913,Virginia,Wawa,2024-03-10
8513,1001 W Patrick St,Frederick,MD,21702-3903,39.41707,-77.438781,Maryland,Wawa,2024-03-10
0554,5833 Ballanger Creek Pike,Frederick,MD,21703,39.392159,-77.438231,Maryland,Wawa,2024-03-10
8505,5440 Urbana Pike,Frederick,MD,21703-7332,39.381549,-77.40087,Maryland,Wawa,2024-03-10
8622,510 Frost Avenue,Warrenton,VA,20186,38.716614,-77.808854,Virginia,Wawa,2024-03-10
0651,14461 Lee Hwy.,Gainesville,VA,20155,38.792423,-77.62237,Virginia,Wawa,2024-03-10
8662,45950 Russel Branch Parkway,Sterling,VA,20166,39.02796331,-77.43632063,Virginia,Wawa,2024-03-10
8640,23055 Oakgrove Road,Sterling,VA,20166,38.977994,-77.411535,Virginia,Wawa,2024-03-10
8658,10691 Davidson Place,Manassas,VA,20109,38.79332,-77.515527,Virginia,Wawa,2024-03-10
8639,3450 Historic Sully Way,Chantilly,VA,20151-3037,38.91455,-77.4266,Virginia,Wawa,2024-03-10
8637,11111 Nokesville Rd,Manassas,VA,20112,38.737121,-77.532174,Virginia,Wawa,2024-03-10
0590,805 Leidy Road,Westminster,MD,21157,39.561286,-76.966855,Maryland,Wawa,2024-03-10
8644,9471 Liberia Ave,Manassas,VA,20110,38.75053,-77.44889,Virginia,Wawa,2024-03-10
8669,465 Maple Ave W.,Vienna,VA,22180,38.894901,-77.273923,Virginia,Wawa,2024-03-10
8529,1310 Liberty Road,Sykesville,MD,21784,39.403975,-76.947949,Maryland,Wawa,2024-03-10
8671,9700 Fairfax Blvd,Fairfax,VA,22031,38.864645,-77.279817,Virginia,Wawa,2024-03-10
8674,1172 Garrisonville Road,Stafford,VA,22556,38.47912846,-77.47332854,Virginia,Wawa,2024-03-10
8501,516 Main Street,Reisterstown,MD,21136,39.455656,-76.826116,Maryland,Wawa,2024-03-10
0689,15 Eustace Road,Stafford,VA,22554-3717,38.473164,-77.43589,Virginia,Wawa,2024-03-10
0668,830 Warrenton Road,Fredericksburg,VA,22406-1072,38.355726,-77.51019,Virginia,Wawa,2024-03-10
0661,13355 Minneville Road,Woodbridge,VA,22192,38.658928,-77.29983,Virginia,Wawa,2024-03-10
0664,4527 Plank Road Rte 3,Fredericksburg,VA,22407-4811,38.289956,-77.53807,Virginia,Wawa,2024-03-10
8627,9 South Gateway Dr,Fredericksburg,VA,22406,38.343527,-77.496258,Virginia,Wawa,2024-03-10
0697,105 Garrisonville Road,Stafford,VA,22554-1523,38.467169,-77.41198,Virginia,Wawa,2024-03-10
8685,9235 Courthouse Road,Spotsylvania,VA,22553,38.207753,-77.580424,Virginia,Wawa,2024-03-10
0660,1140 Carl D. Silver Parkway,Fredericksburg,VA,22401,38.297254,-77.51373,Virginia,Wawa,2024-03-10
8679,3099 Richmond Hwy,Stafford,VA,22554,38.473438,-77.396912,Virginia,Wawa,2024-03-10
0665,72 Austin Park Drive,Stafford,VA,22554-8461,38.449699,-77.40386,Virginia,Wawa,2024-03-10
6004,4530 40Th Street Nw A,Washington,DC,20016,38.948237,-77.07896,,Wawa,2024-03-10
8677,860 Richmond Hwy,Fredericksburg,VA,22405,38.36427708,-77.45611047,Virginia,Wawa,2024-03-10
0667,2390 Plank Road,Fredericksburg,VA,22401,38.295644,-77.50027,Virginia,Wawa,2024-03-10
0662,2051 Daniel Stuart Square,Woodbridge,VA,22191,38.632871,-77.27556,Virginia,Wawa,2024-03-10
0680,15809 Jefferson Davis Highway,Woodbridge,VA,22191-4222,38.60908,-77.29007,Virginia,Wawa,2024-03-10
0158,1990 Miller Road,East Petersburg,PA,17520-1331,40.092894,-76.35174,Pennsylvania,Wawa,2024-03-10
0663,10626-1063 Courthouse Road,Fredericksburg,VA,22407-1602,38.247741,-77.5151,Virginia,Wawa,2024-03-10
0653,4625 Harrison Road,Fredericksburg,VA,22408-1838,38.264408,-77.4941,Virginia,Wawa,2024-03-10
0688,275 Butler Road,Fredericksburg,VA,22405-2438,38.31648,-77.45028,Virginia,Wawa,2024-03-10
0691,199 Falcon Drive,Fredericksburg,VA,22408-1930,38.249665,-77.493122,Virginia,Wawa,2024-03-10
8617,10060 Patriot Highway,Fredericksburg,VA,22407,38.225972,-77.50693,Virginia,Wawa,2024-03-10
6003,1222 Wisconsin Avenue,Washington,DC,20007,38.905979,-77.063023,,Wawa,2024-03-10
6001,1111 19Th St Nw,Washington,DC,20036,38.9044036,-77.0432319,,Wawa,2024-03-10
0658,3402 Shannon Park Dr,Fredericksburg,VA,22408-2373,38.271146,-77.44803,Virginia,Wawa,2024-03-10
8051,515 Lowland Road,Hamburg,PA,19526-8708,40.564347,-76.007716,Pennsylvania,Wawa,2024-03-10
8521,9100 Riggs Rd,Hyattsville,MD,20783,39.005287,-76.970233,Maryland,Wawa,2024-03-10
6007,1 Thomas Circle Nw,Washington,DC,20005,38.90533451,-77.03234581,,Wawa,2024-03-10
0270,481 State Road 940,White Haven,PA,18661-9513,41.070537,-75.7042,Pennsylvania,Wawa,2024-03-10
0598,2845 Rolling Road,Baltimore,MD,21244,39.333142,-76.759018,Maryland,Wawa,2024-03-10
6008,1250 H Street Nw,Washington,DC,20005,38.8997896,-77.029591,,Wawa,2024-03-10
5323,4322 Sw Archer Rd,Gainesville,FL,32608,29.61623,-82.389709,Florida,Wawa,2024-03-10
5325,2373 Sw Archer Road,Gainesville,FL,32608,29.633015,-82.358378,Florida,Wawa,2024-03-10
5384,2305 Nw 13Th Street,Gainesville,FL,32609,29.67421,-82.33873,Florida,Wawa,2024-03-10
5385,1614 West University Ave,Gainesville,FL,32603,29.65223447,-82.34083441,Florida,Wawa,2024-03-10
5313,1007 East University Ave,Gainesville,FL,32601,29.651619,-82.312664,Florida,Wawa,2024-03-10
5300,505 Us Ne Hwy 19,Crystal River,FL,34429,28.8987,-82.58621,Florida,Wawa,2024-03-10
5320,2932 W Norvell Bryant Hwy,Lecanto,FL,34461,28.89199,-82.48388,Florida,Wawa,2024-03-10
5108,8519 Us Highway 19,Port Richey,FL,34668-5344,28.280989,-82.717849,Florida,Wawa,2024-03-10
5115,4026 Us  Hwy 19,New Port Richey,FL,34652-5945,28.2175496,-82.7365908,Florida,Wawa,2024-03-10
5181,1929 Us Highway 19,Holiday,FL,34691,28.186922,-82.740844,Florida,Wawa,2024-03-10
5275,9021 State Road 52,Hudson,FL,34669,28.331677,-82.665247,Florida,Wawa,2024-03-10
5109,8330 Ridge Road,Port Richey,FL,34668-6056,28.2799269,-82.6768375,Florida,Wawa,2024-03-10
5184,12984 Cortez Blvd,Brooksville,FL,34613-6803,28.533513,-82.5113663,Florida,Wawa,2024-03-10
5147,12750 Walsingham Rd,Largo,FL,33774,27.87988,-82.8153,Florida,Wawa,2024-03-10
5176,1215 N. Missouri Ave,Largo,FL,33770,27.92799,-82.78796,Florida,Wawa,2024-03-10
5294,26508 Us Highway 19 N.,Clearwater,FL,33761,28.012926,-82.738102,Florida,Wawa,2024-03-10
5397,8380 Sw Hwy 200,Ocala,FL,34481,29.0787322,-82.25736551,Florida,Wawa,2024-03-10
5163,2177 Gulf To Bay Blvd,Clearwater,FL,33758-4748,27.96019,-82.7466,Florida,Wawa,2024-03-10
5141,8910 Ulmerton Rd,Largo,FL,33771-3839,27.8936662,-82.7635972,Florida,Wawa,2024-03-10
5334,12048 State Road 54,Odessa,FL,33556,28.189579,-82.61631,Florida,Wawa,2024-03-10
5291,3312 W. Silver Springs,Ocala,FL,34475,29.18587,-82.17757,Florida,Wawa,2024-03-10
5305,4025 Sw College Rd,Ocala,FL,34474,29.144903,-82.191568,Florida,Wawa,2024-03-10
5266,8251 Old Middleburg Rd S,Jacksonville,FL,32222,30.196208,-81.822915,Florida,Wawa,2024-03-10
5149,15701 Us Highway 19 N,Clearwater,FL,33764-7712,27.915269,-82.728478,Florida,Wawa,2024-03-10
5215,8800 Park Blvd,Seminole,FL,33777,27.83906,-82.76117,Florida,Wawa,2024-03-10
5129,9501 Bay Pines Blvd,Saint Petersburg,FL,33708-3784,27.8146472,-82.7710762,Florida,Wawa,2024-03-10
5289,1563 Blanding Blvd,Middleburg,FL,32068,30.113312,-81.813115,Florida,Wawa,2024-03-10
5272,1001 S. Pine Avenue,Ocala,FL,34471,29.17919,-82.14031,Florida,Wawa,2024-03-10
5259,20075 Cortez Blvd,Brooksville,FL,34601,28.540448,-82.402635,Florida,Wawa,2024-03-10
5276,6787 Wilson Blvd,Jacksonville,FL,32210,30.270379,-81.756022,Florida,Wawa,2024-03-10
5351,1004 Edgewood Ave North,Jacksonville,FL,32254,30.3364,-81.7312,Florida,Wawa,2024-03-10
5340,970 Cassat Avenue,Jacksonville,FL,32205,30.309727,-81.731171,Florida,Wawa,2024-03-10
5374,5390 66Th St N,Saint Petersburg,FL,33709,27.82089,-82.72867,Florida,Wawa,2024-03-10
5263,678 Blanding Blvd,Orange Park,FL,32073,30.149368,-81.755921,Florida,Wawa,2024-03-10
5349,7911 Blanding Blvd,Jacksonville,FL,32244,30.203943,-81.738924,Florida,Wawa,2024-03-10
5336,3601 East Silver Springs Blvs,Ocala,FL,34470,29.19823,-82.08661,Florida,Wawa,2024-03-10
5337,3080 Se Maricamp Road,Ocala,FL,34471,29.16351,-82.095344,Florida,Wawa,2024-03-10
5241,5901 9Th Ave N.,Saint Petersburg,FL,33710,27.781168,-82.715325,Florida,Wawa,2024-03-10
5110,3101 Gandy Blvd,Pinellas Park,FL,33782-6140,27.845816,-82.677669,Florida,Wawa,2024-03-10
5125,6200 N 34 St,Pinellas Park,FL,33781-6231,27.828569,-82.680166,Florida,Wawa,2024-03-10
5148,3650 34 Street N,Saint Petersburg,FL,33713-1521,27.8054802,-82.6809992,Florida,Wawa,2024-03-10
5328,300 Park Avenue,Orange Park,FL,32073,30.186375,-81.702818,Florida,Wawa,2024-03-10
5252,8601 4Th Street N,Saint Petersburg,FL,33701,27.850805,-82.638162,Florida,Wawa,2024-03-10
5159,2465 22 Avenue,Saint Petersburg,FL,33713-3054,27.79259466,-82.66674492,Florida,Wawa,2024-03-10
5311,7540 W. Hillsborough Ave,Tampa,FL,33615,27.996141,-82.564123,Florida,Wawa,2024-03-10
5139,5702 W Waters Ave,Tampa,FL,33634-1215,28.0247359,-82.5426016,Florida,Wawa,2024-03-10
5191,15524 N. Dale Mabry Highway,Tampa,FL,33618,28.093287,-82.50318,Florida,Wawa,2024-03-10
5306,3637 34Th Street South,Saint Petersburg,FL,33711,27.73386,-82.67948,Florida,Wawa,2024-03-10
5367,3561 Spring Park Road,Jacksonville,FL,32207,30.29104,-81.62574,Florida,Wawa,2024-03-10
5273,5726 Se Abshier Blvd,Belleview,FL,34420,29.05884,-82.05321,Florida,Wawa,2024-03-10
5251,8458 N. Dale Mabry Hwy.,Tampa,FL,33614,28.026769,-82.505847,Florida,Wawa,2024-03-10
5122,401 N Dale Mabry Hwy,Tampa,FL,33609-1240,27.9490042,-82.5053532,Florida,Wawa,2024-03-10
5154,804 E. Bears Ave,Tampa,FL,33613,28.0888521,-82.4521834,Florida,Wawa,2024-03-10
8623,150 Pike View Dr,Midlothian,VA,23113,37.513172,-77.698883,Virginia,Wawa,2024-03-10
0696,12564 Broad Street,Henrico,VA,23233-7300,37.663798,-77.64978,Virginia,Wawa,2024-03-10
8651,16000 Otterdale Rd,Midlothian,VA,23114,37.39838435,-77.70860699,Virginia,Wawa,2024-03-10
8615,11052 West Broad Street,Glen Allen,VA,23060,37.64838,-77.59022,Virginia,Wawa,2024-03-10
0657,12001 Southshore Point Dr.,Midlothian,VA,23112-2088,37.405186,-77.66518,Virginia,Wawa,2024-03-10
0659,11021 Midlothian Tpk,Richmond,VA,23235-4709,37.505336,-77.60081,Virginia,Wawa,2024-03-10
8647,9100 Three Chopt Road,Henrico,VA,23229,37.61227,-77.56387,Virginia,Wawa,2024-03-10
0674,3850 N. Bailey Bridge Road,Midlothian,VA,23112-2912,37.434614,-77.610548,Virginia,Wawa,2024-03-10
8603,8017 W. Broad Street,Henrico,VA,23294,37.625114,-77.53161,Virginia,Wawa,2024-03-10
8625,10135 Hull Street Road,Midlothian,VA,23112-3301,37.442133,-77.583035,Virginia,Wawa,2024-03-10
8652,100 North Washington Hwy,Ashland,VA,23005,37.75859,-77.47165,Virginia,Wawa,2024-03-10
0682,8851 Staples Mill Road,Henrico,VA,23228-2014,37.635361,-77.50858,Virginia,Wawa,2024-03-10
8600,7316 Forest Hill Ave,Richmond,VA,23225,37.537728,-77.53158,Virginia,Wawa,2024-03-10
8538,10050 Baltimore Ave,College Park,MD,20740,39.021402,-76.926903,Maryland,Wawa,2024-03-10
0593,10515 Baltimore Avenue,Beltsville,MD,20705,39.02737,-76.917086,Maryland,Wawa,2024-03-10
5393,1331 University Blvd North,Jacksonville,FL,32211,30.33364,-81.60288,Florida,Wawa,2024-03-10
5261,2500 Monument Road,Jacksonville,FL,32225,30.35963,-81.503534,Florida,Wawa,2024-03-10
5333,5735 Phillips Hwy,Jacksonville,FL,32216,30.265474,-81.617316,Florida,Wawa,2024-03-10
5274,9715 Beach Blvd,Jacksonville,FL,32246,30.287143,-81.558327,Florida,Wawa,2024-03-10
5264,11812 Beach Blvd,Jacksonville,FL,32224,30.286311,-81.509531,Florida,Wawa,2024-03-10
5257,4866 Gate Parkway,Jacksonville,FL,32246,30.253816,-81.536762,Florida,Wawa,2024-03-10
5379,8742 Baymeadows Road,Jacksonville,FL,32256,30.220398,-81.576223,Florida,Wawa,2024-03-10
5321,13363 Beach Blvd,Jacksonville,FL,32246,30.288152,-81.464686,Florida,Wawa,2024-03-10
5368,7790 Gate Parkway,Jacksonville,FL,32256,30.236585,-81.519695,Florida,Wawa,2024-03-10
5382,100 Bartram Market Drive,Saint Johns,FL,32259,30.09961,-81.52219,Florida,Wawa,2024-03-10
5441,54 Cypress Edge Drive,Saint Johns,FL,32259,30.103567,-81.483217,Florida,Wawa,2024-03-10
5361,2222 State Road 16,Saint Augustine,FL,32084,29.91567,-81.40304,Florida,Wawa,2024-03-10
5381,2500 Us 1 South,Saint Augustine,FL,32086,29.85119,-81.32257,Florida,Wawa,2024-03-10
5310,5600 Sr 100 East,Palm Coast,FL,32164,29.475848,-81.206475,Florida,Wawa,2024-03-10
5282,11770 Us 301,Oxford,FL,34484,28.927384,-82.037918,Florida,Wawa,2024-03-10
5322,13535 Us Hwy 441,Lady Lake,FL,32159,28.953336,-81.957754,Florida,Wawa,2024-03-10
5326,116 N. Highway 27/441,Lady Lake,FL,32159,28.91722,-81.92289,Florida,Wawa,2024-03-10
5290,1400 W. North Blvd,Leesburg,FL,34748,28.828192,-81.887161,Florida,Wawa,2024-03-10
5315,600 W. Granada Blvd,Ormond Beach,FL,32174,29.278623,-81.072231,Florida,Wawa,2024-03-10
5270,17700 Us Hwy 441,Mount Dora,FL,32757,28.821992,-81.663783,Florida,Wawa,2024-03-10
5332,1000 Mason Ave,Daytona Beach,FL,32117,29.220002,-81.047912,Florida,Wawa,2024-03-10
5296,1900 International Speedway Bl,Daytona Beach,FL,32114,29.19129,-81.073638,Florida,Wawa,2024-03-10
5287,120 S. Ridgewood Ave,Daytona Beach,FL,32114,29.20993,-81.022484,Florida,Wawa,2024-03-10
0159,Blakeslee Corner & Rts 940,Blakeslee,PA,18610,41.092846,-75.591635,Pennsylvania,Wawa,2024-03-10
0260,602 S. Reading Road,Ephrata,PA,17522,40.172506,-76.195895,Pennsylvania,Wawa,2024-03-10
8119,910 W. Leesport Road,Dauberville,PA,19533,40.39082,-75.995976,Pennsylvania,Wawa,2024-03-10
0275,2126 - 2132 Lincoln Highway Ea,Lancaster,PA,17602-1110,40.029484,-76.230393,Pennsylvania,Wawa,2024-03-10
8506,10111 York Rd,Cockeysville,MD,21030-3305,39.46607,-76.6361,Maryland,Wawa,2024-03-10
0286,3337 Penn Ave. (Rt 422),Reading,PA,19609-1422,40.326237,-76.00928,Pennsylvania,Wawa,2024-03-10
0147,2709 North Meridian Boulevard,Wyomissing,PA,19610-3331,40.355336,-75.98064,Pennsylvania,Wawa,2024-03-10
0672,7500 Midlothian Turnpike,Richmond,VA,23225-5420,37.500523,-77.53506,Virginia,Wawa,2024-03-10
8688,5900 W Broad Street,Richmond,VA,23230,37.5919901,-77.50595959,Virginia,Wawa,2024-03-10
0670,11021 Iron Bridge Road (Rt. 10,Chester,VA,23831-1440,37.364281,-77.497729,Virginia,Wawa,2024-03-10
0673,6001 Ironbridge Road,North Chesterfield,VA,23234-5225,37.435069,-77.48913,Virginia,Wawa,2024-03-10
8630,2415 Staples Mill Rd,Richmond,VA,23230-2510,37.591706,-77.492698,Virginia,Wawa,2024-03-10
8648,3100 N. Arthur Ashe Blvd,Richmond,VA,23230,37.574222,-77.464054,Virginia,Wawa,2024-03-10
0274,3650 Pottsville Pike,Reading,PA,19605-1700,40.389076,-75.93586,Pennsylvania,Wawa,2024-03-10
8010,2005 Museum Rd.,Wyomissing,PA,19610-2859,40.306368,-75.97575,Pennsylvania,Wawa,2024-03-10
8124,837 Penn Ave,Wyomissing,PA,19610,40.336509,-75.955552,Pennsylvania,Wawa,2024-03-10
0153,1946 North 11Th Street,Reading,PA,19604,40.364627,-75.916307,Pennsylvania,Wawa,2024-03-10
8109,413 Lancaster Avenue,Reading,PA,19611,40.320718,-75.93526,Pennsylvania,Wawa,2024-03-10
8510,1260 E. Joppa Road,Towson,MD,21284,39.39623,-76.57545,Maryland,Wawa,2024-03-10
0166,5060 Perkiomen Avenue,Reading,PA,19606-9527,40.301341,-75.853608,Pennsylvania,Wawa,2024-03-10
8025,787 Rt. 41,Gap,PA,17527,39.990936,-76.020149,Pennsylvania,Wawa,2024-03-10
0586,601 Hoagie Drive,Bel Air,MD,21014,39.568712,-76.35327,Maryland,Wawa,2024-03-10
8129,2837 Main Street,Morgantown,PA,19543,40.15196838,-75.90139061,Pennsylvania,Wawa,2024-03-10
8546,14910 Silver Trail Lane,Laurel,MD,20707,39.08298,-76.889214,Maryland,Wawa,2024-03-10
0559,3530 Conowingo Road,Street,MD,21154-1944,39.637038,-76.26828,Maryland,Wawa,2024-03-10
8504,3716 Washington Blvd,Baltimore,MD,21227,39.246429,-76.673129,Maryland,Wawa,2024-03-10
8500,204 Connolly Road,Fallston,MD,21047-2526,39.503325,-76.383947,Maryland,Wawa,2024-03-10
0553,709 Bel Air Road,Bel Air,MD,21014-4209,39.522272,-76.357694,Maryland,Wawa,2024-03-10
8515,9600 Fort Meade Road,Laurel,MD,20708,39.09739,-76.84147,Maryland,Wawa,2024-03-10
8522,9809 Belair Road,Perry Hall,MD,21128,39.4191132,-76.45591084,Maryland,Wawa,2024-03-10
0557,1505 E. Churchville Road,Bel Air,MD,21014,39.545963,-76.31395,Maryland,Wawa,2024-03-10
8525,7710 Milestone Pkwy,Hanover,MD,21076,39.1542,-76.74347,Maryland,Wawa,2024-03-10
5346,7481 Manatee Ave,Bradenton,FL,34209,27.495514,-82.635594,Florida,Wawa,2024-03-10
5183,1760 Hillsborough Ave,Tampa,FL,33603-1131,27.99555,-82.47805,Florida,Wawa,2024-03-10
5301,3660 W Gandy Blvd,Tampa,FL,33611,27.89359,-82.50461,Florida,Wawa,2024-03-10
5196,8325 N Florida Ave,Tampa,FL,33604-3005,28.0248,-82.45881,Florida,Wawa,2024-03-10
5267,25155 Maren Way,Land O Lakes,FL,34639,28.189572,-82.400293,Florida,Wawa,2024-03-10
5199,2325 E. Fletcher Ave,Tampa,FL,33612,28.06924,-82.4306,Florida,Wawa,2024-03-10
5107,11510 N 30Th Street,Tampa,FL,33612-6278,28.0532971,-82.4268815,Florida,Wawa,2024-03-10
5271,2509 W. Cortez Road,Bradenton,FL,34207,27.46216,-82.586293,Florida,Wawa,2024-03-10
5240,28225 State Road 54,Wesley Chapel,FL,33544,28.237012,-82.349057,Florida,Wawa,2024-03-10
0996,2000 Shafto Road,Tinton Falls,NJ,07712,40.258006,-74.090701,New Jersey,Wawa,2024-03-10
8329,1344 Corlies Ave,Neptune,NJ,07753-5166,40.208999,-74.026672,New Jersey,Wawa,2024-03-10
8303,3520 Rt 66,Neptune,NJ,07753-2603,40.225112,-74.076639,New Jersey,Wawa,2024-03-10
0784,455 Route 520,Marlboro,NJ,07746-2258,40.332717,-74.24628,New Jersey,Wawa,2024-03-10
0289,100 Ponds Edge Drive @ Rt. 272,Nottingham,PA,19362-9789,39.750828,-76.02265,Pennsylvania,Wawa,2024-03-10
0263,3711 West Lincoln Highway,Parkesburg,PA,19365-1775,39.984364,-75.93401,Pennsylvania,Wawa,2024-03-10
0160,761 Gap Newport Pike,Avondale,PA,19311-9545,39.834773,-75.79533,Pennsylvania,Wawa,2024-03-10
8094,105 Reeceville Road,Coatesville,PA,19320,40.00865678,-75.78989171,Pennsylvania,Wawa,2024-03-10
0582,2300 Churchville Rd.,Bel Air,MD,21015-1721,39.555875,-76.278221,Maryland,Wawa,2024-03-10
8011,3025 Lincoln Highway,Thorndale,PA,19372,39.993898,-75.76311,Pennsylvania,Wawa,2024-03-10
0585,2031 Pulaski Highway,North East,MD,21901-3740,39.613053,-75.93051,Maryland,Wawa,2024-03-10
