store_id,store_name,street,city,state,zip,url,latitude,longitude,state_name,brand,updated
2242673,Glendale,6401 San Fernando Rd,Glendale,CA,91201,https://locations.99only.com/ca/glendale/discount-store-54.html,34.1659314,-118.2887022,California,99 Cents Only,2024-07-27
2242650,Maywood,6161 Atlantic Blvd,Maywood,CA,90270,https://locations.99only.com/ca/maywood/discount-store-14.html,33.981915,-118.1867752,California,99 Cents Only,2024-07-27
2242919,Ladera Heights,6921 La Tijera Blvd,Los Angeles,CA,90045,https://locations.99only.com/ca/losangeles/discount-store-375.html,33.9760305,-118.3742313,California,99 Cents Only,2024-07-27
2242936,Inglewood - Crenshaw,8451 Crenshaw Blvd,Inglewood,CA,90305,https://locations.99only.com/ca/inglewood/discount-store-392.html,33.9613371,-118.3272915,California,99 Cents Only,2024-07-27
2242720,Burbank,2407 W. Victory Blvd,Burbank,CA,91506,https://locations.99only.com/ca/burbank/discount-store-111.html,34.1848362,-118.3375197,California,99 Cents Only,2024-07-27
2242736,Lynwood,10821 Long Beach Blvd.,Lynwood,CA,90262,https://locations.99only.com/ca/lynwood/discount-store-130.html,33.9346308,-118.2136905,California,99 Cents Only,2024-07-27
2242909,Inglewood - Imperial,2762 Imperial Hwy,Inglewood,CA,90303,https://locations.99only.com/ca/inglewood/discount-store-364.html,33.9309083,-118.3244133,California,99 Cents Only,2024-07-27
2242784,Tracy,1320 W. 11th St,Tracy,CA,95376,https://locations.99only.com/ca/tracy/discount-store-185.html,37.7391972,-121.4422254,California,99 Cents Only,2024-07-27
2242684,Downey,11916 Paramount Blvd,Downey,CA,90241,https://locations.99only.com/ca/downey/discount-store-67.html,33.9340483,-118.1438117,California,99 Cents Only,2024-07-27
2242977,Via Campo,2809 Via Campo,Montebello,CA,90640,https://locations.99only.com/ca/montebello/discount-store-445.html,34.0314707,-118.1279549,California,99 Cents Only,2024-07-27
2242654,Pico Rivera,9535 Whittier Blvd,Pico Rivera,CA,90660,https://locations.99only.com/ca/picorivera/discount-store-31.html,33.99783,-118.0746821,California,99 Cents Only,2024-07-27
2242756,Bellflower,14317 Clark Ave,Bellflower,CA,90706,https://locations.99only.com/ca/bellflower/discount-store-152.html,33.9032882,-118.1352177,California,99 Cents Only,2024-07-27
2242947,Paramount - Downey,15727 Downey Ave,Paramount,CA,90723,https://locations.99only.com/ca/paramount/discount-store-406.html,33.8904001,-118.1527755,California,99 Cents Only,2024-07-27
2242821,North Hollywood - Victory,10911 Victory Boulevard,North Hollywood,CA,91506,https://locations.99only.com/ca/northhollywood/discount-store-230.html,34.187210,-118.368960,California,99 Cents Only,2024-07-27
2242906,West LA - Pico,11040 W Pico Blvd,Los Angeles,CA,90064,https://locations.99only.com/ca/losangeles/discount-store-361.html,34.0373645,-118.4333762,California,99 Cents Only,2024-07-27
2242783,Alhambra,2810 W. Alhambra Rd,Alhambra,CA,91801,https://locations.99only.com/ca/alhambra/discount-store-184.html,34.0978818,-118.1545993,California,99 Cents Only,2024-07-27
2242710,Pasadena - Colorado,1720 E. Colorado Blvd,Pasadena,CA,91106,https://locations.99only.com/ca/pasadena/discount-store-98.html,34.1456324,-118.1151025,California,99 Cents Only,2024-07-27
2242652,Hawthorne - 118th Street,11811 Hawthorne Blvd,Hawthorne,CA,90250,https://locations.99only.com/ca/hawthorne/discount-store-19.html,33.9270991,-118.3537639,California,99 Cents Only,2024-07-27
2242795,Gardena,15505 S. Normandie Ave,Gardena,CA,90247,https://locations.99only.com/ca/gardena/discount-store-199.html,33.8898509,-118.3006263,California,99 Cents Only,2024-07-27
2242900,Long Beach - Willow,1851 Willow St,Long Beach,CA,90755,https://locations.99only.com/ca/longbeach/discount-store-355.html,33.8051803,-118.1690426,California,99 Cents Only,2024-07-27
2242835,Long Beach - 20th Street,2012 Long Beach Blvd,Long Beach,CA,90806,https://locations.99only.com/ca/longbeach/discount-store-251.html,33.7943944,-118.1886032,California,99 Cents Only,2024-07-27
2242772,Long Beach - Orange Street,1190 E. Carson Street,Long Beach,CA,90806,https://locations.99only.com/ca/longbeach/discount-store-173.html,33.8317687,-118.1770865,California,99 Cents Only,2024-07-27
2242676,Lakewood,4929 Woodruff Ave,Lakewood,CA,90713,https://locations.99only.com/ca/lakewood/discount-store-58.html,33.8471723,-118.1167655,California,99 Cents Only,2024-07-27
2242873,Artesia,11732 South St,Artesia,CA,90701,https://locations.99only.com/ca/artesia/discount-store-321.html,33.8580158,-118.0835475,California,99 Cents Only,2024-07-27
2242745,Garden Grove - Valley View,12431 Valley View St,Garden Grove,CA,92845,https://locations.99only.com/ca/gardengrove/discount-store-141.html,33.7817379,-118.0309592,California,99 Cents Only,2024-07-27
2242958,Cypress - Walker,9937 Walker St,Cypress,CA,90630,https://locations.99only.com/ca/cypress/discount-store-418.html,33.8180747,-118.0380947,California,99 Cents Only,2024-07-27
2242669,Huntington Beach,15962 Springdale  St,Huntington Beach,CA,92649,https://locations.99only.com/ca/huntingtonbeach/discount-store-49.html,33.7307532,-118.0225998,California,99 Cents Only,2024-07-27
2242668,Harbor City,955 W. Sepulveda Blvd,Harbor City,CA,90502,https://locations.99only.com/ca/harborcity/discount-store-48.html,33.8117539,-118.2913055,California,99 Cents Only,2024-07-27
2242662,Woodman,8625 Woodman Ave,Arleta,CA,91331,https://locations.99only.com/ca/arleta/discount-store-42.html,34.2269624,-118.4342909,California,99 Cents Only,2024-07-27
2242819,North Hills,8723 Sepulveda Blvd,North Hills,CA,91343,https://locations.99only.com/ca/northhills/discount-store-227.html,34.2290839,-118.4689832,California,99 Cents Only,2024-07-27
2242679,North Hollywood,12711 Sherman Way,North Hollywood,CA,91605,https://locations.99only.com/ca/northhollywood/discount-store-61.html,34.2023039,-118.4098295,California,99 Cents Only,2024-07-27
2243029,Van Nuys,16107 Victory Blvd,Van Nuys,CA,91406,https://locations.99only.com/ca/vannuys/discount-store-450.html,34.1870079,-118.4850363,California,99 Cents Only,2024-07-27
2242674,Granada Hill,17040 Chatsworth St,Granada Hills,CA,91344,https://locations.99only.com/ca/granadahills/discount-store-55.html,34.2639928,-118.5038219,California,99 Cents Only,2024-07-27
2242667,Reseda,18215 Sherman Way,Reseda,CA,91335,https://locations.99only.com/ca/reseda/discount-store-47.html,34.2020416,-118.5299114,California,99 Cents Only,2024-07-27
2242962,Sylmar - Gladstone,13237 Gladstone Ave,Sylmar,CA,91342,https://locations.99only.com/ca/sylmar/discount-store-422.html,34.3114001,-118.4297275,California,99 Cents Only,2024-07-27
2242970,Northridge - Tampa,8750 Tampa Ave,Northridge,CA,91324,https://locations.99only.com/ca/northridge/discount-store-435.html,34.2296496,-118.5527188,California,99 Cents Only,2024-07-27
2242863,Redondo Beach,2701 Manhattan Beach Blvd,Redondo Beach,CA,90278,https://locations.99only.com/ca/redondobeach/discount-store-310.html,33.8885475,-118.3624299,California,99 Cents Only,2024-07-27
2242842,Torrance - 182nd Street,1820 W. 182nd St,Torrance,CA,90504,https://locations.99only.com/ca/torrance/discount-store-266.html,33.8645752,-118.3100422,California,99 Cents Only,2024-07-27
2242921,El Segundo,300 Richmond St,El Segundo,CA,90245,https://locations.99only.com/ca/elsegundo/discount-store-377.html,33.919876,-118.4169601,California,99 Cents Only,2024-07-27
2242683,South Bay,5130 190th St,Torrance,CA,90504,https://locations.99only.com/ca/torrance/discount-store-65.html,33.8581561,-118.3669202,California,99 Cents Only,2024-07-27
2242922,Carson,619 E. University Dr,Carson,CA,90746,https://locations.99only.com/ca/carson/discount-store-378.html,33.859165,-118.2651789,California,99 Cents Only,2024-07-27
2242659,Santa Ana,1514 N. Main St,Santa Ana,CA,92701,https://locations.99only.com/ca/santaana/discount-store-39.html,33.7583434,-117.8678641,California,99 Cents Only,2024-07-27
2242928,Tustin,13721 Newport Ave,Tustin,CA,92780,https://locations.99only.com/ca/tustin/discount-store-384.html,33.7418548,-117.8203528,California,99 Cents Only,2024-07-27
2242889,Orange,789 South Tustin St,Orange,CA,92866,https://locations.99only.com/ca/orange/discount-store-341.html,33.7755169,-117.8350749,California,99 Cents Only,2024-07-27
2242963,Tustin - Red Hill,14551 Red Hill Ave,Tustin,CA,92780,https://locations.99only.com/ca/tustin/discount-store-425.html,33.7276803,-117.8226253,California,99 Cents Only,2024-07-27
2242692,Santa Ana - Bristol,2311 S. Bristol St,Santa Ana,CA,92704,https://locations.99only.com/ca/santaana/discount-store-77.html,33.7154917,-117.8844042,California,99 Cents Only,2024-07-27
2242663,Garden Grove - Westminster,9920 Westminster Ave,Garden Grove,CA,92844,https://locations.99only.com/ca/gardengrove/discount-store-43.html,33.7583988,-117.9557452,California,99 Cents Only,2024-07-27
2242709,Huntington Beach - Brookhurst,19050 Brookhurst St,Huntington Beach,CA,92646,https://locations.99only.com/ca/huntingtonbeach/discount-store-97.html,33.6858654,-117.9529066,California,99 Cents Only,2024-07-27
2242773,Costa Mesa,2180 Harbor Blvd,Costa Mesa,CA,92627,https://locations.99only.com/ca/costamesa/discount-store-174.html,33.6538034,-117.9188358,California,99 Cents Only,2024-07-27
2242690,Huntington Beach - Beach Blvd,16672 Beach Blvd,Huntington Beach,CA,92647,https://locations.99only.com/ca/huntingtonbeach/discount-store-75.html,33.7203397,-117.9875915,California,99 Cents Only,2024-07-27
2242916,Garden Grove - Magnolia,11072 Magnolia St.,Garden Grove,CA,92841,https://locations.99only.com/ca/gardengrove/discount-store-372.html,33.8021122,-117.9742314,California,99 Cents Only,2024-07-27
2242864,Lomita,2159-2167 Pacific Coast Hwy,Lomita,CA,90717,https://locations.99only.com/ca/lomita/discount-store-311.html,33.7902843,-118.3188894,California,99 Cents Only,2024-07-27
2243014,Houston - Bellaire,5800 Bellaire Suite 1-101,Houston,TX,77081,https://locations.99only.com/tx/houston/discount-store-2860.html,29.7062061,-95.4839459,Texas,99 Cents Only,2024-07-27
2242981,Houston - Westheimer,7639 Westheimer,Houston,TX,77063,https://locations.99only.com/tx/houston/discount-store-2802.html,29.7363451,-95.5039196,Texas,99 Cents Only,2024-07-27
2242990,Houston - Gessner,"8700 S. Gessner, #100",Houston,TX,77074,https://locations.99only.com/tx/houston/discount-store-2816.html,29.685835,-95.5296598,Texas,99 Cents Only,2024-07-27
2243026,Houston - Stella Link,9333 Stella Link Rd,Houston,TX,77025,https://locations.99only.com/tx/houston/discount-store-2883.html,29.6805473,-95.4392094,Texas,99 Cents Only,2024-07-27
2242999,Houston - Chimney Rock,11320 Chimney Rock Rd,Houston,TX,77035,https://locations.99only.com/tx/houston/discount-store-2836.html,29.657472,-95.4780269,Texas,99 Cents Only,2024-07-27
2242988,Houston - Bissonnet,11873 Bissonnet St,Houston,TX,77099,https://locations.99only.com/tx/houston/discount-store-2814.html,29.6741349,-95.5860573,Texas,99 Cents Only,2024-07-27
2242998,Houston - Westheimer/Hwy 6,14310 Westheimer Rd,Houston,TX,77077,https://locations.99only.com/tx/houston/discount-store-2835.html,29.736546,-95.6411278,Texas,99 Cents Only,2024-07-27
2243017,Houston - Tidwell,5550 N. Fwy,Houston,TX,77076,https://locations.99only.com/tx/houston/discount-store-2874.html,29.8480935,-95.3927726,Texas,99 Cents Only,2024-07-27
2243010,Houston - Lawndale,7061 Lawndale St,Houston,TX,77023,https://locations.99only.com/tx/houston/discount-store-2852.html,29.7182918,-95.2957943,Texas,99 Cents Only,2024-07-27
2243008,Houston - Hobby,8330 Broadway St,Houston,TX,77061,https://locations.99only.com/tx/houston/discount-store-2850.html,29.6708081,-95.2779809,Texas,99 Cents Only,2024-07-27
2242701,Woodland Hills,19836 Ventura Blvd,Woodland Hills,CA,91364,https://locations.99only.com/ca/woodlandhills/discount-store-87.html,34.1715144,-118.5642234,California,99 Cents Only,2024-07-27
2242686,Arcadia,140 E. Duarte Rd,Arcadia,CA,91006,https://locations.99only.com/ca/arcadia/discount-store-69.html,34.1299324,-118.026568,California,99 Cents Only,2024-07-27
2242671,El Monte,11114 Ramona Blvd,El Monte,CA,91731,https://locations.99only.com/ca/elmonte/discount-store-52.html,34.0726051,-118.0309592,California,99 Cents Only,2024-07-27
2242944,S. El Monte - Durfee,2035 Durfee St,South El Monte,CA,91733,https://locations.99only.com/ca/southelmonte/discount-store-403.html,34.0472292,-118.0298762,California,99 Cents Only,2024-07-27
2242655,Norwalk,14029 Pioneer Blvd,Norwalk,CA,90650,https://locations.99only.com/ca/norwalk/discount-store-32.html,33.9035403,-118.0834163,California,99 Cents Only,2024-07-27
2242802,Salinas,102 E. Laurel Dr,Salinas,CA,93906,https://locations.99only.com/ca/salinas/discount-store-208.html,36.6982184,-121.6508584,California,99 Cents Only,2024-07-27
2242805,San Diego - Marketplace,265 Marketplace Ave,San Diego,CA,92113,https://locations.99only.com/ca/sandiego/discount-store-212.html,32.7029596,-117.1000473,California,99 Cents Only,2024-07-27
2242748,San Diego - University,5931 University Ave,San Diego,CA,92115,https://locations.99only.com/ca/sandiego/discount-store-144.html,32.7494904,-117.0692488,California,99 Cents Only,2024-07-27
2242713,National City,1320 Highland Ave,National City,CA,91950,https://locations.99only.com/ca/nationalcity/discount-store-101.html,32.6730826,-117.0977238,California,99 Cents Only,2024-07-27
2242754,La Mesa,7908 El Cajon Blvd,La Mesa,CA,91941,https://locations.99only.com/ca/lamesa/discount-store-150.html,32.7700679,-117.0269048,California,99 Cents Only,2024-07-27
2242746,San Diego - Clairemont,4140 Clairemont Mesa Blvd,San Diego,CA,92117,https://locations.99only.com/ca/sandiego/discount-store-142.html,32.830411,-117.2022827,California,99 Cents Only,2024-07-27
2242858,El Cajon - Fletcher,2320 Fletcher Pkwy,El Cajon,CA,92020,https://locations.99only.com/ca/elcajon/discount-store-293.html,32.8032086,-116.9960035,California,99 Cents Only,2024-07-27
2242975,Chula Vista - 3rd Ave,1030 3rd Ave,Chula Vista,CA,91911,https://locations.99only.com/ca/chulavista/discount-store-443.html,32.6154852,-117.0715014,California,99 Cents Only,2024-07-27
2242955,Santee - Mission Gorge,9751 Mission Gorge Rd,Santee,CA,92071,https://locations.99only.com/ca/santee/discount-store-415.html,32.8372428,-116.9851502,California,99 Cents Only,2024-07-27
2242689,San Diego,1862 Palm Ave,San Diego,CA,92154,https://locations.99only.com/ca/sandiego/discount-store-73.html,32.5846273,-117.0934743,California,99 Cents Only,2024-07-27
2242914,Mira Mesa,10765 Camino Ruiz Blvd,San Diego,CA,92126,https://locations.99only.com/ca/sandiego/discount-store-369.html,32.9147336,-117.142744,California,99 Cents Only,2024-07-27
2243004,Dallas - Live Oak,4500 Live Oak St,Dallas,TX,75204,https://locations.99only.com/tx/dallas/discount-store-2845.html,32.7991208,-96.7755859,Texas,99 Cents Only,2024-07-27
2243005,Dallas - Bruton,9009 Bruton Rd,Dallas,TX,75217,https://locations.99only.com/tx/dallas/discount-store-2847.html,32.7491775,-96.6662969,Texas,99 Cents Only,2024-07-27
2243000,Dallas - Preston,13444 Preston Rd,Dallas,TX,75240,https://locations.99only.com/tx/dallas/discount-store-2837.html,32.9313022,-96.8025304,Texas,99 Cents Only,2024-07-27
2242993,Garland - Centerville,950 W. Centerville Rd,Garland,TX,75041,https://locations.99only.com/tx/garland/discount-store-2821.html,32.8585714,-96.643602,Texas,99 Cents Only,2024-07-27
2243019,Mesquite,3330 N. Galloway Ave,Mesquite,TX,75150,https://locations.99only.com/tx/mesquite/discount-store-2876.html,32.8118397,-96.6090008,Texas,99 Cents Only,2024-07-27
2243022,Duncanville,410 E.Camp Wisdom Rd,Duncanville,TX,75116,https://locations.99only.com/tx/duncanville/discount-store-2879.html,32.661428,-96.902027,Texas,99 Cents Only,2024-07-27
2242994,Garland - Buckingham,1445 West Buckingham Road,Garland,TX,75040,https://locations.99only.com/tx/garland/discount-store-2822.html,32.9317057,-96.6498884,Texas,99 Cents Only,2024-07-27
2243002,Dallas - Frankford,3632 Frankford Rd,Dallas,TX,75287,https://locations.99only.com/tx/dallas/discount-store-2840.html,32.9956878,-96.8542551,Texas,99 Cents Only,2024-07-27
2243027,Arlington,908 E. Pioneer Pkwy,Arlington,TX,76010,https://locations.99only.com/tx/arlington/discount-store-2885.html,32.7069288,-97.0964924,Texas,99 Cents Only,2024-07-27
2242992,Colleyville,3901 Colleyville Blvd,Colleyville,TX,76034,https://locations.99only.com/tx/colleyville/discount-store-2818.html,32.8668879,-97.171029,Texas,99 Cents Only,2024-07-27
2242688,Baldwin Park,14151 Ramona Blvd,Baldwin Park,CA,91706,https://locations.99only.com/ca/baldwinpark/discount-store-72.html,34.0867895,-117.9653546,California,99 Cents Only,2024-07-27
2242675,La Puente,1617 Hacienda Blvd,La Puente,CA,91744,https://locations.99only.com/ca/lapuente/discount-store-56.html,34.0494561,-117.9473251,California,99 Cents Only,2024-07-27
2242791,Hacienda Heights,1120 Hacienda Blvd,Hacienda Heights,CA,91745,https://locations.99only.com/ca/haciendaheights/discount-store-193.html,34.0098399,-117.9619338,California,99 Cents Only,2024-07-27
2242888,Covina - Azusa Avenue,543 N. Azusa Ave,Covina,CA,91722,https://locations.99only.com/ca/covina/discount-store-340.html,34.0897646,-117.9089722,California,99 Cents Only,2024-07-27
2242965,West Covina - Amar,1516 Amar Rd,West Covina,CA,91792,https://locations.99only.com/ca/westcovina/discount-store-428.html,34.0294197,-117.9141443,California,99 Cents Only,2024-07-27
2242966,Norwalk - NW,12301 Norwalk Blvd,Norwalk,CA,90650,https://locations.99only.com/ca/norwalk/discount-store-429.html,33.9197218,-118.0739505,California,99 Cents Only,2024-07-27
2242941,Canoga Park - DeSoto,6820 De Soto Ave,Canoga Park,CA,91303,https://locations.99only.com/ca/canogapark/discount-store-400.html,34.1946272,-118.5872752,California,99 Cents Only,2024-07-27
2242807,Simi Valley - Los Angeles Ave,1293B Los Angeles Ave,Simi Valley,CA,93065,https://locations.99only.com/ca/simivalley/discount-store-214.html,34.2732522,-118.7752754,California,99 Cents Only,2024-07-27
2242672,Fullerton,1845 N. Orangethorpe Ave,Fullerton,CA,92833,https://locations.99only.com/ca/fullerton/discount-store-53.html,33.859812,-117.961748,California,99 Cents Only,2024-07-27
2242786,Fullerton - Chapman,2450 E. Chapman Ave,Fullerton,CA,92831,https://locations.99only.com/ca/fullerton/discount-store-187.html,33.8731389,-117.8878242,California,99 Cents Only,2024-07-27
2242694,El Cajon,1766 E. Main St,El Cajon,CA,92021,https://locations.99only.com/ca/elcajon/discount-store-80.html,32.814494,-116.9183625,California,99 Cents Only,2024-07-27
2242711,San Ysidro,121 Louisiana Ave,San Ysidro,CA,92173,https://locations.99only.com/ca/sanysidro/discount-store-99.html,32.5498475,-117.0381238,California,99 Cents Only,2024-07-27
2242729,Placentia,1260 E. Yorba Linda Blvd,Placentia,CA,92870,https://locations.99only.com/ca/placentia/discount-store-122.html,33.8874163,-117.8400246,California,99 Cents Only,2024-07-27
2242836,Brea - Imperial,820 East Imperial Hwy,Brea,CA,92821,https://locations.99only.com/ca/brea/discount-store-253.html,33.9126688,-117.8927565,California,99 Cents Only,2024-07-27
2242813,Brea,1261 W. Central Ave,Brea,CA,92821,https://locations.99only.com/ca/brea/discount-store-221.html,33.9326429,-117.9171194,California,99 Cents Only,2024-07-27
2242841,Stockton - March Lane,1449 W. March Ln,Stockton,CA,95207,https://locations.99only.com/ca/stockton/discount-store-264.html,37.9897927,-121.3233346,California,99 Cents Only,2024-07-27
2242658,La Mirada,14540 E. Leffingwell Rd,La Mirada,CA,90638,https://locations.99only.com/ca/lamirada/discount-store-37.html,33.9241108,-118.0213534,California,99 Cents Only,2024-07-27
2242691,Whittier,15345 Whittier Blvd,Whittier,CA,90603,https://locations.99only.com/ca/whittier/discount-store-76.html,33.946775,-117.9987547,California,99 Cents Only,2024-07-27
2243003,Houston - Little York,10702 Easttex Fwy,Houston,TX,77093,https://locations.99only.com/tx/houston/discount-store-2843.html,29.8680007,-95.3273248,Texas,99 Cents Only,2024-07-27
2242996,Houston - Almeda Genoa,10220 Almeda Genoa Road,Houston,TX,77034,https://locations.99only.com/tx/houston/discount-store-2830.html,29.6267414,-95.2324589,Texas,99 Cents Only,2024-07-27
2242983,Houston - Hwy 6/Keith,4980 N. Highway 6,Houston,TX,77084,https://locations.99only.com/tx/houston/discount-store-2804.html,29.8497982,-95.6445628,Texas,99 Cents Only,2024-07-27
2243020,Katy - Fry,3111 N. Fry Rd,Katy,TX,77449,https://locations.99only.com/tx/katy/discount-store-2877.html,29.8168612,-95.7210974,Texas,99 Cents Only,2024-07-27
2242987,Houston - Bammel,13749 State Hwy 249,Houston,TX,77086,https://locations.99only.com/tx/houston/discount-store-2813.html,29.9195,-95.4957244,Texas,99 Cents Only,2024-07-27
2242781,Phoenix - Thomas,7620 W. Thomas Rd,Phoenix,AZ,85033,https://locations.99only.com/az/phoenix/discount-store-182.html,33.4816262,-112.2217582,Arizona,99 Cents Only,2024-07-27
2242817,Phoenix - 51st Avenue,5010 W. Indian School Rd,Phoenix,AZ,85031,https://locations.99only.com/az/phoenix/discount-store-225.html,33.4963304,-112.1665875,Arizona,99 Cents Only,2024-07-27
2242777,Glendale (AZ),5340 W. Glendale Ave,Glendale,AZ,85301,https://locations.99only.com/az/glendale/discount-store-178.html,33.5393014,-112.1741811,Arizona,99 Cents Only,2024-07-27
2242917,Laveen,3610 W. Baseline Rd,Laveen,AZ,85339,https://locations.99only.com/az/laveen/discount-store-373.html,33.3791032,-112.136408,Arizona,99 Cents Only,2024-07-27
2242724,Phoenix - Indian School,1240 Indian School Rd,Phoenix,AZ,85014,https://locations.99only.com/az/phoenix/discount-store-116.html,33.4950599,-112.0549959,Arizona,99 Cents Only,2024-07-27
2242737,Phoenix - Peoria,3518 W. Peoria Ave,Phoenix,AZ,85029,https://locations.99only.com/az/phoenix/discount-store-131.html,33.5833307,-112.1354766,Arizona,99 Cents Only,2024-07-27
2242850,Phoenix - Central Avenue,6018 S. Central Ave,Phoenix,AZ,85042,https://locations.99only.com/az/phoenix/discount-store-282.html,33.3916291,-112.0747811,Arizona,99 Cents Only,2024-07-27
2242822,Goodyear,13540 W. Van Buren St,Goodyear,AZ,85338,https://locations.99only.com/az/goodyear/discount-store-231.html,33.450992,-112.3508209,Arizona,99 Cents Only,2024-07-27
2242815,Phoenix - 12th Street,7830 N. 12th St,Phoenix,AZ,85020,https://locations.99only.com/az/phoenix/discount-store-223.html,33.5520185,-112.0583493,Arizona,99 Cents Only,2024-07-27
2242812,Peoria,8375 W. Thunderbird Rd,Peoria,AZ,85381,https://locations.99only.com/az/peoria/discount-store-220.html,33.6085347,-112.23924,Arizona,99 Cents Only,2024-07-27
2242721,Rowland Heights,19033 E. Colima Rd,Rowland Heights,CA,91748,https://locations.99only.com/ca/rowlandheights/discount-store-112.html,33.9882724,-117.8882887,California,99 Cents Only,2024-07-27
2242731,Ventura,2709 E. Main St,Ventura,CA,93003,https://locations.99only.com/ca/ventura/discount-store-124.html,34.2743125,-119.2601473,California,99 Cents Only,2024-07-27
2242699,Port Hueneme,2551 N. Ventura Rd,Port Hueneme,CA,93041,https://locations.99only.com/ca/porthueneme/discount-store-85.html,34.1768977,-119.1962057,California,99 Cents Only,2024-07-27
2242726,Oxnard - Ventura Blvd,1855 E. Ventura Blvd,Oxnard,CA,93036,https://locations.99only.com/ca/oxnard/discount-store-118.html,34.2264501,-119.1522743,California,99 Cents Only,2024-07-27
2242722,Camarillo,301 Arneil Rd,Camarillo,CA,93010,https://locations.99only.com/ca/camarillo/discount-store-113.html,34.2197879,-119.0408558,California,99 Cents Only,2024-07-27
2242743,Lompoc,1309 N. H St,Lompoc,CA,93436,https://locations.99only.com/ca/lompoc/discount-store-139.html,34.659016,-120.4592677,California,99 Cents Only,2024-07-27
2242798,Fresno - Kings Canyon,4979 Kings Canyon Blvd,Fresno,CA,93727,https://locations.99only.com/ca/fresno/discount-store-204.html,36.7375294,-119.7287478,California,99 Cents Only,2024-07-27
2242742,Clovis,770 W. Shaw Ave,Clovis,CA,93612,https://locations.99only.com/ca/clovis/discount-store-138.html,36.8069864,-119.7256821,California,99 Cents Only,2024-07-27
2242789,Madera,1333 Country Club Dr,Madera,CA,93638,https://locations.99only.com/ca/madera/discount-store-191.html,36.9783259,-120.0720301,California,99 Cents Only,2024-07-27
2242855,Hanford,550 N. 11th Ave,Hanford,CA,93230,https://locations.99only.com/ca/hanford/discount-store-290.html,36.3297834,-119.6569786,California,99 Cents Only,2024-07-27
2242758,Visalia,2701 S. Mooney Blvd,Visalia,CA,93277,https://locations.99only.com/ca/visalia/discount-store-155.html,36.306585,-119.3153242,California,99 Cents Only,2024-07-27
2242848,Tulare,1035 E. Prosperity Ave,Tulare,CA,93274,https://locations.99only.com/ca/tulare/discount-store-279.html,36.2242205,-119.3316592,California,99 Cents Only,2024-07-27
2242878,Foothill Ranch,26542 Towne Centre Dr,Foothill Ranch,CA,92610,https://locations.99only.com/ca/foothillranch/discount-store-327.html,33.6793335,-117.6679603,California,99 Cents Only,2024-07-27
