id,latitude,longitude,street,city,state,zip,url,state_name,brand,updated
881,29.695100784301758,-95.8489990234375,6677 Flewellen Way,Fulshear,TX,77441,https://www.culvers.com/restaurants/fulshear-tx-flewellen-way,Texas,Culver's,03/09/2024
64,33.169715881347656,-96.6721420288086,4200 W Eldorado Pkwy,McKinney,TX,75070,https://www.culvers.com/restaurants/mckinney,Texas,Culver's,03/09/2024
554,33.069480895996094,-96.87834930419922,5100 State Hwy 121,Lewisville,TX,75056,https://www.culvers.com/restaurants/the-colony-tx-hwy121,Texas,Culver's,03/09/2024
224,32.90032196044922,-96.46711730957031,2475 Ridge Rd,Rockwall,TX,75087,https://www.culvers.com/restaurants/rockwall,Texas,Culver's,03/09/2024
319,33.01329040527344,-97.07262420654297,2709 Flower Mound Rd,Flower Mound,TX,75022,https://www.culvers.com/restaurants/flower-mound,Texas,Culver's,03/09/2024
710,30.51930046081543,-97.64900207519531,2320 E Palm Valley Blvd,Round Rock,TX,78665,https://www.culvers.com/restaurants/round-rock-tx-palm-valley-blvd,Texas,Culver's,03/09/2024
71,30.391393661499023,-97.71392822265625,2240 W Braker Ln,Austin,TX,78758,https://www.culvers.com/restaurants/austin-braker,Texas,Culver's,03/09/2024
50,30.213727951049805,-97.82935333251953,3424 W William Cannon Dr,Austin,TX,78745,https://www.culvers.com/restaurants/austin-cannon,Texas,Culver's,03/09/2024
814,41.77360153198242,-87.7417984008789,6541 S Cicero Ave,Chicago,IL,60638,https://www.culvers.com/restaurants/chicago-il-cicero-ave,Illinois,Culver's,03/09/2024
482,41.71987533569336,-87.70140075683594,9515 S Kedzie Ave,Evergreen Park,IL,60805,https://www.culvers.com/restaurants/evergreen-park-il,Illinois,Culver's,03/09/2024
598,41.696712493896484,-87.7393798828125,10745 S Cicero Ave,Oak Lawn,IL,60453,https://www.culvers.com/restaurants/oak-lawn-il-cicero-ave,Illinois,Culver's,03/09/2024
252,41.72407913208008,-87.79814147949219,9229 S Harlem Ave,Bridgeview,IL,60455,https://www.culvers.com/restaurants/bridgeview,Illinois,Culver's,03/09/2024
650,41.83338165283203,-87.61665344238281,3355 S Martin Luther King Dr ,Chicago,IL,60616,https://www.culvers.com/restaurants/chicago-il-3355-s-martin-luther-king-dr,Illinois,Culver's,03/09/2024
397,41.81589126586914,-87.82643127441406,8211 Ogden Ave,Lyons,IL,60534,https://www.culvers.com/restaurants/lyons,Illinois,Culver's,03/09/2024
436,41.864864349365234,-87.79837036132812,6943 W Roosevelt Rd,Berwyn,IL,60402,https://www.culvers.com/restaurants/berwyn,Illinois,Culver's,03/09/2024
834,41.693199157714844,-87.60140228271484,11050 S. Doty Avenue W,Chicago,IL,60628,https://www.culvers.com/restaurants/chicago-il-doty-ave,Illinois,Culver's,03/09/2024
925,41.89500045776367,-87.735107421875,4347 W Chicago Avenue,Chicago,IL,60624,https://www.culvers.com/restaurants/chicago-jpstc-w-chicago-ave,Illinois,Culver's,03/09/2024
514,41.65031051635742,-87.73883819580078,13300 Cicero Ave,Crestwood,IL,60418,https://www.culvers.com/restaurants/crestwood-il,Illinois,Culver's,03/09/2024
671,41.92573547363281,-87.81587982177734,7542 W Grand Ave,Elmwood Park,IL,60707,https://www.culvers.com/restaurants/elmwood-park-il-w-grand-ave,Illinois,Culver's,03/09/2024
934,41.94689178466797,-87.65752410888672,1111 W Addison St,Chicago,IL,60613,https://www.culvers.com/restaurants/wrigleyville-il-w-addison,Illinois,Culver's,03/09/2024
935,41.60330581665039,-87.75155639648438,5410 W. 159th St. ,Oak Forest,IL,60452,https://www.culvers.com/restaurants/oak-forest-il-159st,Illinois,Culver's,03/09/2024
649,41.95317459106445,-87.75173950195312,4939 W Irving Park Rd ,Chicago,IL,60641,https://www.culvers.com/restaurants/chicago-il-w-irving-park-rd,Illinois,Culver's,03/09/2024
812,41.96139907836914,-87.67539978027344,1819 W Montrose Ave,Chicago,IL,60613,https://www.culvers.com/restaurants/chicago-il-montrose-ave,Illinois,Culver's,03/09/2024
69,41.75442123413086,-87.95960235595703,541 Plainfield Rd,Darien,IL,60561,https://www.culvers.com/restaurants/darien,Illinois,Culver's,03/09/2024
292,41.92869567871094,-87.86442565917969,2751 Rose St,Franklin Park,IL,60131,https://www.culvers.com/restaurants/franklin-park,Illinois,Culver's,03/09/2024
658,41.96298599243164,-87.80757904052734,4538 N Harlem Ave,Harwood Heights,IL,60706,https://www.culvers.com/restaurants/harwood-heights-il-n-harlem-ave,Illinois,Culver's,03/09/2024
418,41.60187911987305,-87.84200286865234,9130 159th St,Orland Park,IL,60462,https://www.culvers.com/restaurants/orland-park,Illinois,Culver's,03/09/2024
917,41.99079895019531,-87.70709991455078,6012 N Albany Ave,Chicago,IL,60659,https://www.culvers.com/restaurants/chicago-w-peterson-ave,Illinois,Culver's,03/09/2024
718,41.91130065917969,-87.94020080566406,436 N York St,Elmhurst,IL,60126,https://www.culvers.com/restaurants/elmhurst-il-n-york-st,Illinois,Culver's,03/09/2024
836,41.62950134277344,-87.92939758300781,12712 W 143rd St,Homer Glen,IL,60491,https://www.culvers.com/restaurants/homer-glen-il-143rd,Illinois,Culver's,03/09/2024
245,41.58616638183594,-87.55997467041016,17010 Torrence Ave,Lansing,IL,60438,https://www.culvers.com/restaurants/lansing-il,Illinois,Culver's,03/09/2024
146,41.55916976928711,-87.78878021240234,18248 Sayre Ave,Tinley Park,IL,60477,https://www.culvers.com/restaurants/tinley-park,Illinois,Culver's,03/09/2024
357,41.558006286621094,-87.63817596435547,850 W 183rd St,Homewood,IL,60430,https://www.culvers.com/restaurants/homewood,Illinois,Culver's,03/09/2024
279,41.861305236816406,-88.0169448852539,1155 S Main St,Lombard,IL,60148,https://www.culvers.com/restaurants/lombard,Illinois,Culver's,03/09/2024
298,41.80560302734375,-88.04639434814453,2500 Ogden Ave,Downers Grove,IL,60515,https://www.culvers.com/restaurants/downers-grove,Illinois,Culver's,03/09/2024
421,42.007904052734375,-87.88572692871094,7050 Mannheim Rd,Rosemont,IL,60018,https://www.culvers.com/restaurants/rosemont,Illinois,Culver's,03/09/2024
343,41.51238250732422,-87.73319244384766,20716 Cicero Ave,Matteson,IL,60443,https://www.culvers.com/restaurants/matteson,Illinois,Culver's,03/09/2024
868,41.56959915161133,-87.47869873046875,7905 Cabela Drive,Hammond,IN,46324,https://www.culvers.com/restaurants/hammond-in,Indiana,Culver's,03/09/2024
443,42.04109191894531,-87.80960083007812,7310 W Dempster St,Morton Grove,IL,60053,https://www.culvers.com/restaurants/morton-grove,Illinois,Culver's,03/09/2024
615,42.05281448364258,-87.743896484375,9455 N Skokie Blvd,Skokie,IL,60077,https://www.culvers.com/restaurants/skokie-il-skokie-blvd,Illinois,Culver's,03/09/2024
203,41.70301055908203,-88.06783294677734,250 N Bolingbrook Dr,Bolingbrook,IL,60440,https://www.culvers.com/restaurants/bolingbrook,Illinois,Culver's,03/09/2024
276,41.517173767089844,-87.85054779052734,20592 S La Grange Rd,Frankfort,IL,60423,https://www.culvers.com/restaurants/frankfort,Illinois,Culver's,03/09/2024
255,41.944427490234375,-88.0215072631836,1347 W Lake St,Addison,IL,60101,https://www.culvers.com/restaurants/addison,Illinois,Culver's,03/09/2024
879,41.85850143432617,-88.09329986572266,908 E Roosevelt Rd,Wheaton,IL,60187,https://www.culvers.com/restaurants/wheaton-il-roosevelt-rd,Illinois,Culver's,03/09/2024
506,41.59677505493164,-88.02676391601562,15940 S Farrell Rd,Lockport,IL,60441,https://www.culvers.com/restaurants/lockport-il,Illinois,Culver's,03/09/2024
728,41.797298431396484,-88.12030029296875,1515 N Naper Blvd,Naperville,IL,60563,https://www.culvers.com/restaurants/naperville-il-naper-blvd,Illinois,Culver's,03/09/2024
477,41.551300048828125,-87.43303680419922,3950 Ridge Rd,Highland,IN,46322,https://www.culvers.com/restaurants/highland-in,Indiana,Culver's,03/09/2024
211,41.89631271362305,-88.10292053222656,290 Schmale Rd,Carol Stream,IL,60188,https://www.culvers.com/restaurants/carol-stream,Illinois,Culver's,03/09/2024
705,42.08639907836914,-87.79759979248047,1727 Waukegan Rd,Glenview,IL,60025,https://www.culvers.com/restaurants/glenview-il-waukegan-rd,Illinois,Culver's,03/09/2024
263,42.0364875793457,-87.95865631103516,1501 Dempster St ,Mt. Prospect,IL,60056,https://www.culvers.com/restaurants/mt-prospect,Illinois,Culver's,03/09/2024
430,41.51274490356445,-87.95587158203125,421 E Lincoln Hwy,New Lenox,IL,60451,https://www.culvers.com/restaurants/new-lenox,Illinois,Culver's,03/09/2024
442,41.468719482421875,-87.57589721679688,23180 Volbrecht Rd,Crete,IL,60417,https://www.culvers.com/restaurants/crete,Illinois,Culver's,03/09/2024
246,41.64249038696289,-88.12267303466797,485 N Weber Rd,Romeoville,IL,60446,https://www.culvers.com/restaurants/romeoville,Illinois,Culver's,03/09/2024
293,41.49124526977539,-87.47505187988281,980 W Lincoln Hwy,Schererville,IN,46375,https://www.culvers.com/restaurants/schererville,Indiana,Culver's,03/09/2024
456,42.072853088378906,-87.95682525634766,2060 Northwest Hwy,Arlington Heights,IL,60004,https://www.culvers.com/restaurants/arlington-heights,Illinois,Culver's,03/09/2024
487,41.426658630371094,-87.7536849975586,5871 W Monee Manhattan Rd,Monee,IL,60449,https://www.culvers.com/restaurants/monee-il,Illinois,Culver's,03/09/2024
894,41.953521728515625,-88.12261962890625,455 W Schick Rd,Bloomingdale,IL,60108,https://www.culvers.com/restaurants/bloomingdale-il-schick-rd,Illinois,Culver's,03/09/2024
752,42.138099670410156,-87.88189697265625,4105 Dundee Rd,Northbrook,IL,60062,https://www.culvers.com/restaurants/northbrook-il-dundee-rd,Illinois,Culver's,03/09/2024
370,42.06858444213867,-88.04279327392578,1410 E Algonquin Rd ,Schaumburg,IL,60173,https://www.culvers.com/restaurants/schaumburg-algonquin,Illinois,Culver's,03/09/2024
65,42.004051208496094,-88.1243667602539,1800 Wise Rd,Schaumburg,IL,60193,https://www.culvers.com/restaurants/schaumburg-wise,Illinois,Culver's,03/09/2024
608,34.053470611572266,-83.99523162841797,2924 Buford Dr,Buford,GA,30519,https://www.culvers.com/restaurants/buford-ga-buford-dr,Georgia,Culver's,03/09/2024
722,34.0804328918457,-84.05809783935547,230 Peachtree Industrial Blvd,Sugar Hill,GA,30518,https://www.culvers.com/restaurants/sugar-hill-ga-peachtree-industrial,Georgia,Culver's,03/09/2024
612,33.906532287597656,-84.00389099121094,1133 Scenic Hwy S,Lawrenceville,GA,30045,https://www.culvers.com/restaurants/lawrenceville-ga-scenic-hwy-sw,Georgia,Culver's,03/09/2024
662,34.086578369140625,-84.16339874267578,3135 Peachtree Pkwy,Suwanee,GA,30024,https://www.culvers.com/restaurants/johns-creek-ga-peachtree,Georgia,Culver's,03/09/2024
663,34.119712829589844,-83.82638549804688,2660 Old Winder Hwy,Braselton,GA,30517,https://www.culvers.com/restaurants/braselton-ga-old-winder,Georgia,Culver's,03/09/2024
701,34.1721305847168,-84.18685913085938,5512 Bethelview Rd,Cumming,GA,30040,https://www.culvers.com/restaurants/cumming-ga-bethelview-rd,Georgia,Culver's,03/09/2024
